timestamp,date,lqi,nbFrames,pressure,humidity,battery,lux,dB,run_time,mslPressure,temperature_int,temperature,NO2,O3,PM2_5,PM10,PM1_0,CO2
1699581600,2023-11-10T02:00:00+0000,3,3,,,,,,,,6.4166666666667,10.35,11.792684265758,40.686231932428,0,0,0,450
1699585200,2023-11-10T03:00:00+0000,3,3,984.8,160.95,3895,0,41,817200,984.8,,,,,0,0,0,455
1699588800,2023-11-10T04:00:00+0000,3,3,,,,,,,,6.0833333333333,9.8833333333333,11.508636856024,40.926562942831,0,0,0,460
1699592400,2023-11-10T05:00:00+0000,3,3,987.5,171.5,3895,0,38.5,824400,987.5,,,,,0,0,0,465
1699596000,2023-11-10T06:00:00+0000,3,3,,,,,,,,5.32,8.94,10.515494508481,44.000568751694,0,0,0,460
1699599600,2023-11-10T07:00:00+0000,3,3,991.6,168.75,3895,0,49.5,831600,991.6,5.1,8.7,10.409126043823,42.479840638276,0.5,0.5,0.5,460
1699603200,2023-11-10T08:00:00+0000,3,3,,,,,,,,4.68,8.34,10.001634531623,42.617049403671,4,4,4,470
1699606800,2023-11-10T09:00:00+0000,3,3,995,163.95,3895,2.5,53,838800,995,4.4,8.1,9.8781850137758,42.113869502225,1,1,1,470
1699610400,2023-11-10T10:00:00+0000,3,3,,,,,,,,5,8.74,10.196999747164,43.205534125737,1,1,1,460
1699614000,2023-11-10T11:00:00+0000,3,3,996.6,144.1,3895,105,52,,996.6,7.7,10.4,9.3826862378222,46.848706864217,0,0,0,460
1699617600,2023-11-10T12:00:00+0000,3,3,997.25,126.15,3895,120,52,846000,997.25,11.28,12.38,8.7936056086262,53.866298723729,0,0,0,460
1699621200,2023-11-10T13:00:00+0000,3,3,997.75,111.6,3895,132.5,54.5,849600,997.75,12.716666666667,13.516666666667,8.0247178935431,55.96242129336,0,0,0,470
1699624800,2023-11-10T14:00:00+0000,3,3,998.15,112.3,3895,125,53.5,853200,998.15,13.2,13.9,7.9888836391351,57.909450680496,0,0,0,463.33333333333
1699628400,2023-11-10T15:00:00+0000,3,3,998.6,109.3,3895,15,53,856800,998.6,10.325,13.625,8.9771974892175,50.815080489398,,,,
1699632000,2023-11-10T16:00:00+0000,3,3,999,114.1,3895,0,52,,999,9.75,13,9.5408286314014,51.047807627754,0,0.33333333333333,0,443.33333333333
1699635600,2023-11-10T17:00:00+0000,3,3,999.2,132.4,3895,0,53,0,999.2,7.875,11.4,10.234454512018,47.564782096985,,,,
1699639200,2023-11-10T18:00:00+0000,3,3,1000.1,150.5,3880,0,53,,1000.1,7.5,11.05,10.381885817641,47.338536311629,1.6666666666667,1.6666666666667,1.6666666666667,460
1699642800,2023-11-10T19:00:00+0000,3,3,1000.3,150.4,3880,0,52,7200,1000.3,7.5,11.333333333333,10.590729281225,47.043838824694,,,,
1699646400,2023-11-10T20:00:00+0000,3,3,1001.5,158.9,3880,0,49,,1001.5,7.4666666666667,11.133333333333,10.662427919625,47.436377649599,10.333333333333,10.333333333333,9.6666666666667,470
1699650000,2023-11-10T21:00:00+0000,3,3,1002,164,3880,0,49,14400,1002,6.7333333333333,10.4,10.638492002943,47.325266144436,,,,
1699653600,2023-11-10T22:00:00+0000,3,3,1003.1,167.2,3880,0,49,,1003.1,6.3333333333333,10.033333333333,10.558820966614,46.622589012464,20.666666666667,20.666666666667,18,460
1699657200,2023-11-10T23:00:00+0000,3,3,1003.3,167.6,3880,0,46,21600,1003.3,5.0333333333333,8.7,10.336942971116,43.881150746563,,,,
1699660800,2023-11-11T00:00:00+0000,3,3,1004.1,170.7,3880,0,46,,1004.1,4.8333333333333,8.4666666666667,10.224038151797,42.772959256007,11.5,11.5,10.5,470
1699664400,2023-11-11T01:00:00+0000,3,3,1004.5,171.9,3880,0,44,28800,1004.5,4,7.9,9.8990490442841,36.176586707039,10,10,10,470
1699668000,2023-11-11T02:00:00+0000,3,3,1005.1,173.9,3880,0,43,,1005.1,3.875,7.775,9.7232844674261,34.83078888396,0,0,0,470
1699671600,2023-11-11T03:00:00+0000,3,3,1005.3,174.8,3880,0,42,36000,1005.3,3.8,7.75,9.5472438857277,23.405066118525,0,0,0,470
1699675200,2023-11-11T04:00:00+0000,3,3,,,,,,,,3.75,7.7,9.4052679532134,13.936622742736,7,7,7,470
1699678800,2023-11-11T05:00:00+0000,3,3,1005.3,175.65,3880,0,39.5,43200,1005.3,3.2,7.1,8.9815481943947,18.461611378191,5,5,5,470
1699682400,2023-11-11T06:00:00+0000,3,3,,,,,,,,3.175,7,7.0719183717392,24.411103894745,0,0,0,470
1699686000,2023-11-11T07:00:00+0000,3,3,1004.85,175.7,3880,0,43,50400,1004.85,2.5,6.3,6.6022985753956,30.468653121183,0,0,0,470
1699689600,2023-11-11T08:00:00+0000,3,3,,,,,,,,2.64,6.58,6.1486343264793,26.8567309782,0,0,0,500
1699693200,2023-11-11T09:00:00+0000,3,3,1005.6,175.4,3880,5,47.5,57600,1005.6,3.4,6.9,7.0661366829045,34.473988116549,0,0,0,500
1699696800,2023-11-11T10:00:00+0000,3,3,,,,,,,,3.46,7.24,6.5990474724648,34.693800443427,0,0,0,495
1699700400,2023-11-11T11:00:00+0000,3,3,1005.35,165.8,3880,12.5,51.5,64800,1005.35,5.7,9.2,6.8890512040335,40.102267803696,0,0,0,480
1699704000,2023-11-11T12:00:00+0000,3,3,,,,,,,,6.1,9.4,7.1678704589717,44.800852540555,1,1,1,480
1699707600,2023-11-11T13:00:00+0000,3,3,1004.35,148.65,3865,15,50.5,72000,1004.35,,,,,0,0,0,470
1699711200,2023-11-11T14:00:00+0000,3,3,,,,,,,,7.4,10.9,6.9905925793584,45.642779045721,14,14,13,480
1699714800,2023-11-11T15:00:00+0000,3,3,1002.6,141.2,3865,5,52,79200,1002.6,,,,,4.5,4.5,4.5,490
1699718400,2023-11-11T16:00:00+0000,3,3,,,,,,,,6.75,10.166666666667,7.3918697245142,45.351599153246,12,12,12,500
1699722000,2023-11-11T17:00:00+0000,3,3,1000.95,159.7,3865,0,50,86400,1000.95,,,,,6,6,6,485
1699725600,2023-11-11T18:00:00+0000,3,3,,,,,,,,6.14,10.1,7.3828956866183,42.679718490343,1,1,1,490
1699729200,2023-11-11T19:00:00+0000,3,3,1000.05,146.4,3865,0,50.5,93600,1000.05,7.1,11.3,7.4181959686631,43.387860536034,0.5,0.5,0.5,475
1699732800,2023-11-11T20:00:00+0000,3,3,,,,,,,,8,11.96,7.9469627245517,46.457130444323,0,0,0,480
1699736400,2023-11-11T21:00:00+0000,2.6666666666667,3,998.4,121.55,3865,0,50,100800,998.4,8.7,12.7,8.3156914803089,46.643376804947,0,0,0,465
1699740000,2023-11-11T22:00:00+0000,3,3,,,,,,,,9.14,13.2,8.950891041137,47.574782201057,0,0,0,440
1699743600,2023-11-11T23:00:00+0000,3,3,997.4,118,3865,0,48,,997.4,9.2,13,9.2737670526506,48.046337914494,0,0,0,440
1699747200,2023-11-12T00:00:00+0000,3,3,997.2,122.6,3865,0,49,108000,997.2,8.65,12.725,9.6320820253335,46.06481922206,,,,
1699750800,2023-11-12T01:00:00+0000,3,3,996.7,113.1,3865,0,46,,996.7,8.65,12.75,9.8028578973739,46.194829095898,0,0,0,433.33333333333
1699754400,2023-11-12T02:00:00+0000,3,3,996.4,115.1,3865,0,46,115200,996.4,8.65,12.45,10.057330855216,45.784252143359,,,,
1699758000,2023-11-12T03:00:00+0000,3,3,995.3,119.3,3865,0,48,,995.3,8.65,12.15,10.1579364432,46.060580591349,0,0,0,433.33333333333
1699761600,2023-11-12T04:00:00+0000,3,3,995.1,121.1,3865,0,48,122400,995.1,8.65,12.475,10.332939440786,45.931266567821,,,,
1699765200,2023-11-12T05:00:00+0000,3,3,994,129,3850,0,45,,994,8.8,12.65,10.363183794297,46.211839144576,0,0,0,440
1699768800,2023-11-12T06:00:00+0000,3,3,993.8,132.1,3850,0,48,129600,993.8,9.0333333333333,12.966666666667,9.1733562920019,49.05369359818,,,,
1699772400,2023-11-12T07:00:00+0000,3,3,993.3,149,3850,0,51,,993.3,8.8666666666667,12.6,9.1463476346912,49.490549608549,0,0,0,430
1699776000,2023-11-12T08:00:00+0000,3,3,993.3,159.8,3850,0,50,136800,993.3,7.9,11.9,9.5107603191938,48.11074124914,,,,
1699779600,2023-11-12T09:00:00+0000,3,3,992.5,172.1,3850,0,48,,992.5,7.9,11.9,9.5818328109774,47.91972686398,0,0,0,456.66666666667
1699783200,2023-11-12T10:00:00+0000,3,3,992.5,175.5,3850,0,50,144000,992.5,8.1666666666667,12.4,10.102518431285,47.111414828449,,,,
1699786800,2023-11-12T11:00:00+0000,3,3,991.5,181.3,3865,5,47,,991.5,8.6333333333333,13,10.173539881811,47.417005465185,0,0,0,460
1699790400,2023-11-12T12:00:00+0000,3,3,991.8,182,3865,10,50,151200,991.8,10,14.15,10.306204101073,48.689437952646,0,0,0,460
1699794000,2023-11-12T13:00:00+0000,3,3,992.2,150,3880,10,49,,992.2,11.025,15.1,10.296555224566,49.59202576183,0,0,0,450
1699797600,2023-11-12T14:00:00+0000,3,3,992,127.5,3880,65,50,158400,992,13.933333333333,16.966666666667,9.9116358329076,54.126633745983,0,0,0,446.66666666667
1699801200,2023-11-12T15:00:00+0000,3,3,992.4,129.95,3880,17.5,50.5,162000,992.4,12.85,16.45,10.17165240289,54.452401010652,0,0,0,446.66666666667
1699804800,2023-11-12T16:00:00+0000,3,3,,,,,,,,12.025,15.55,9.9895287226584,53.1037627451,0.33333333333333,0.33333333333333,0.33333333333333,440
1699808400,2023-11-12T17:00:00+0000,3,3,993.25,120.35,3880,0,51.5,169200,993.25,10.2,13.7,10.00883812797,49.819422393936,0,0,0,430
1699812000,2023-11-12T18:00:00+0000,3,3,,,,,,,,10.1,13.76,9.9256217270447,49.697381161612,6.5,6.5,5.5,455
1699815600,2023-11-12T19:00:00+0000,3,3,993.95,141.75,3880,0,50.5,176400,993.95,9.7,13.7,9.7308398216663,48.960416940109,11,11,9,470
1699819200,2023-11-12T20:00:00+0000,2.6666666666667,3,,,,,,,,10.02,13.92,9.5381258462625,50.089512216471,0,0,0,460
1699822800,2023-11-12T21:00:00+0000,3,3,993.9,130.35,3865,0,48.5,183600,993.9,10,13.8,9.5183147635865,49.719517651757,3,3,3,460
1699826400,2023-11-12T22:00:00+0000,3,3,,,,,,,,10.32,13.96,9.4169797061902,51.067237672991,7,7,7,450
1699830000,2023-11-12T23:00:00+0000,3,3,992.15,137.75,3865,0,45,190800,992.15,,,,,10.5,10.5,10,450
1699833600,2023-11-13T00:00:00+0000,3,3,,,,,,,,9.9,13.766666666667,9.4368582529341,50.679806719291,0,0,0,450
1699837200,2023-11-13T01:00:00+0000,3,3,989.25,154.3,3865,0,42,198000,989.25,,,,,0,0,0,450
1699840800,2023-11-13T02:00:00+0000,3,3,,,,,,,,10.933333333333,14.65,8.9621550429741,54.068967229004,0,0,0,430
1699844400,2023-11-13T03:00:00+0000,3,3,984.1,174.75,3865,0,48,205200,984.1,,,,,0,0,0,430
1699848000,2023-11-13T04:00:00+0000,3,3,,,,,,,,10.716666666667,14.7,9.8464510797997,46.193886831649,0,0,0,420
1699851600,2023-11-13T05:00:00+0000,3,3,976.05,186.15,3865,0,50,212400,976.05,11.4,15.5,10.452257246111,45.486787675592,0,0,0,420
1699855200,2023-11-13T06:00:00+0000,3,3,,,,,,,,12.625,16.35,11.273974364942,51.918061151436,0,0,0,426.66666666667
1699858800,2023-11-13T07:00:00+0000,3,3,976.75,129.4,3865,0,55,219600,976.75,11,14.3,10.88442406442,54.910209300626,0,0,0,430
1699862400,2023-11-13T08:00:00+0000,3,3,,,,,,,,8.98,12.86,12.246296712366,46.934210926634,0,0,0,430
1699866000,2023-11-13T09:00:00+0000,3,3,978.9,139.8,3865,0,58,,978.9,8.6,12.6,12.012280452841,45.830559544059,0,0,0,430
1699869600,2023-11-13T10:00:00+0000,3,3,979.5,135.1,3865,5,60,226800,979.5,9.675,13.725,12.332099901368,46.205983646466,,,,
1699873200,2023-11-13T11:00:00+0000,3,3,,,,,,,,10.725,14.325,11.676754339145,47.410706417884,0,0,0,440
1699876800,2023-11-13T12:00:00+0000,3,3,983.3,99.1,3910,130,64,,983.3,12.3,15.1,11.048479102511,50.60345894252,0,0,0,436.66666666667
1699880400,2023-11-13T13:00:00+0000,3,3,984.75,94.35,3910,112.5,61.5,237600,984.75,13.466666666667,15.8,10.856777882482,52.643846256626,1,2,0.66666666666667,460
1699884000,2023-11-13T14:00:00+0000,3,3,986,86.2,3910,125,65,241200,986,14.016666666667,16.033333333333,11.034311295551,53.012938111538,1.3333333333333,4.6666666666667,1,460
1699887600,2023-11-13T15:00:00+0000,3,3,988.4,106.4,3910,5,58,,988.4,12.4,15.4,10.201039101976,54.274783500571,2,5.6666666666667,1.3333333333333,456.66666666667
1699891200,2023-11-13T16:00:00+0000,3,3,989,123,3910,5,57,248400,989,11.7,15.466666666667,9.8387029560531,51.347746139666,,,,
1699894800,2023-11-13T17:00:00+0000,3,3,989.9,128.1,3910,0,56,,989.9,11.366666666667,15.2,8.9644722725787,52.529263775286,0.66666666666667,0.66666666666667,0.66666666666667,430
1699898400,2023-11-13T18:00:00+0000,3,3,990.2,134.7,3910,0,52,255600,990.2,10.533333333333,14.466666666667,8.6126445462241,52.741175209152,,,,
1699902000,2023-11-13T19:00:00+0000,3,3,992,138.7,3895,0,52,,992,10.566666666667,14.6,8.5302760421335,52.710335112682,0,0,0,450
1699905600,2023-11-13T20:00:00+0000,3,3,992.2,139.1,3895,0,50,262800,992.2,10.133333333333,14.066666666667,8.4076744004614,53.308906699175,,,,
1699909200,2023-11-13T21:00:00+0000,3,3,992.6,144.2,3895,0,49,,992.6,10.1,14.066666666667,8.6331529441784,53.00859966611,0,0,0,440
1699912800,2023-11-13T22:00:00+0000,3,3,992.6,143.5,3895,0,46,270000,992.6,9.85,13.8,8.8106714334652,52.735686661262,0,0,0,440
1699916400,2023-11-13T23:00:00+0000,3,3,992.9,142.3,3895,0,43,,992.9,9.85,14.15,8.9216423540229,52.60868985236,0,0,0,450
1699920000,2023-11-14T00:00:00+0000,3,3,993.4,141,3895,0,43,277200,993.4,9.9,14.15,9.418435235759,51.624771480562,0,0,0,450
1699923600,2023-11-14T01:00:00+0000,3,3,,,,,,,,10.125,14.4,9.3245234695679,52.02184935671,0,0,0,440
1699927200,2023-11-14T02:00:00+0000,3,3,993.25,139.5,3895,0,43,284400,993.25,10.05,14.3,9.051415358189,52.661858037762,0,0,0,440
1699930800,2023-11-14T03:00:00+0000,3,3,,,,,,,,10.05,14.175,9.0914376574066,52.628246093882,0,0,0,430
1699934400,2023-11-14T04:00:00+0000,3,3,993.15,134.7,3895,0,38.5,291600,993.15,9.9,14.1,9.0909800603427,52.516337925704,0,0,0,430
1699938000,2023-11-14T05:00:00+0000,3,3,,,,,,,,9.8,13.86,8.7719519582282,52.962168032286,0,0,0,440
1699941600,2023-11-14T06:00:00+0000,3,3,993.25,139.9,3895,0,40.5,298800,993.25,9.3,13.4,8.1195352600639,55.351107946264,0,0,0,440
1699945200,2023-11-14T07:00:00+0000,3,3,,,,,,,,9.16,13.18,8.6514279802706,54.166709755725,0,0,0,445
1699948800,2023-11-14T08:00:00+0000,3,3,993.7,137.9,3880,0,49.5,306000,993.7,9.8,14,10.01826900165,53.196572354617,0,0,0,450
1699952400,2023-11-14T09:00:00+0000,3,3,,,,,,,,9.84,13.88,8.3300269006926,55.912626321109,0,0,0,440
1699956000,2023-11-14T10:00:00+0000,3,3,994.85,138.3,3895,5,53.5,313200,994.85,,,,,0,0,0,440
1699959600,2023-11-14T11:00:00+0000,3,3,995.75,130.2,3902.5,10,51,316800,995.75,10.575,14.55,8.0671046556932,56.312343322221,,,,
1699963200,2023-11-14T12:00:00+0000,3,3,996.5,119.5,3925,35,52.5,320400,996.5,12.066666666667,15.55,6.9056236135125,61.310735597711,0,0,0,440
1699966800,2023-11-14T13:00:00+0000,3,3,997.05,96.95,3932.5,122.5,54.5,324000,997.05,14.55,16.633333333333,5.8775877916369,67.054117540986,0,1,0,450
1699970400,2023-11-14T14:00:00+0000,3,3,998,86.95,3940,105,53.5,327600,998,15.616666666667,17.183333333333,5.8643285739183,70.373703343962,0.33333333333333,3.3333333333333,0,456.66666666667
1699974000,2023-11-14T15:00:00+0000,3,3,998.8,102.95,3940,5,54,331200,998.8,,,,,0.5,4.5,0.5,455
1699977600,2023-11-14T16:00:00+0000,3,3,,,,,,,,11.6,15.38,7.7060969519651,59.27880116523,0,1,0,440
1699981200,2023-11-14T17:00:00+0000,3,3,1000.85,130.45,3940,0,53,338400,1000.85,11.2,15.1,7.2859594704065,59.518274474252,1,1.5,1,435
1699984800,2023-11-14T18:00:00+0000,3,3,,,,,,,,9.96,13.8,7.3273398040304,57.507513525177,0,0,0,440
1699988400,2023-11-14T19:00:00+0000,3,3,1002.3,139.2,3925,0,53,,1002.3,9.7,13.8,7.386498085513,56.964067699892,0,0,0,455
1699992000,2023-11-14T20:00:00+0000,3,3,1002.8,140.2,3925,0,51,345600,1002.8,9.275,13.125,7.5418455852557,56.143924147538,,,,
1699995600,2023-11-14T21:00:00+0000,3,3,1004.3,145.1,3925,0,51,,1004.3,9,12.9,7.8266560716036,55.21849043876,0,0,0,460
1699999200,2023-11-14T22:00:00+0000,3,3,1004.9,145,3925,0,49,352800,1004.9,8.825,12.725,8.2029196422415,54.528613638403,,,,
1700002800,2023-11-14T23:00:00+0000,3,3,1005.8,145,3925,0,48,,1005.8,8.7,12.6,8.2776609627001,54.31650567362,0,0,0,460
1700006400,2023-11-15T00:00:00+0000,3,3,1006.2,145.6,3925,0,45,360000,1006.2,8,12,8.9030183046969,52.329666064803,,,,
1700010000,2023-11-15T01:00:00+0000,3,3,1007,147.7,3925,0,44,,1007,7.85,12,9.1192607824498,51.722292992502,0,0,0,450
1700013600,2023-11-15T02:00:00+0000,3,3,1007.4,144.6,3925,0,42,367200,1007.4,7.3666666666667,11.333333333333,9.6047776492125,50.200718399307,,,,
1700017200,2023-11-15T03:00:00+0000,3,3,1008.1,146.5,3925,0,41,,1008.1,7.1666666666667,11.1,9.7655191743699,49.620402127075,0,0,0,460
1700020800,2023-11-15T04:00:00+0000,3,3,1008.5,142.7,3925,0,42,374400,1008.5,7.2333333333333,11.266666666667,10.089882536741,48.732561298694,,,,
1700024400,2023-11-15T05:00:00+0000,3,3,1009.3,134.8,3910,0,43,,1009.3,7.2666666666667,11.233333333333,9.899156556394,49.214070613588,0,0,0,456.66666666667
1700028000,2023-11-15T06:00:00+0000,3,3,1009.5,136.4,3910,0,44,381600,1009.5,6.4,10.3,9.6603300449172,47.56071801753,,,,
1700031600,2023-11-15T07:00:00+0000,3,3,1010.6,137,3910,0,52,,1010.6,6.3333333333333,10.133333333333,9.6368846311222,47.471753720737,0,0,0,465
1700035200,2023-11-15T08:00:00+0000,3,3,1011,137.7,3910,0,53,388800,1011,6.15,10.05,9.8084710032436,46.890367119045,0,0,0,470
1700038800,2023-11-15T09:00:00+0000,3,3,1012.1,132.4,3925,5,56,,1012.1,6.225,10.275,10.063322837752,46.151894644695,0,0,0,460
1700042400,2023-11-15T10:00:00+0000,3,3,1012.3,134,3925,5,54,396000,1012.3,7.2,11.15,9.3566800112399,48.916901719324,0,0,0,470
1700046000,2023-11-15T11:00:00+0000,3,3,,,,,,,,9.15,12.416666666667,8.5975692639798,52.049880890153,0,0,0,460
1700049600,2023-11-15T12:00:00+0000,3,3,1013.05,92.4,3962.5,120,53.5,403200,1013.05,12.633333333333,14.016666666667,6.0789882445486,63.011863045592,0,2.3333333333333,0,476.66666666667
1700053200,2023-11-15T13:00:00+0000,3,3,1013.1,78.5,3970,127.5,53.5,406800,1013.1,13.666666666667,14.8,6.7385307056932,64.101114204187,0.66666666666667,5.3333333333333,0.66666666666667,470
1700056800,2023-11-15T14:00:00+0000,3,3,1013.25,68.5,3985,97.5,53.5,410400,1013.25,13.925,15.15,7.1531315099606,64.229620353633,1,7.3333333333333,1,460
1700060400,2023-11-15T15:00:00+0000,3,3,1013.65,74.9,3985,5,53.5,414000,1013.65,10.2,13.9,8.7295595886226,54.679776385941,1,7,1,460
1700064000,2023-11-15T16:00:00+0000,3,3,,,,,,,,9.84,13.44,8.1995262675322,54.769029395087,4,8,2.5,460
1700067600,2023-11-15T17:00:00+0000,3,3,1013.8,88.5,3970,0,53,421200,1013.8,7.9,11.5,9.0530586514288,50.560291904626,9,11,5,460
1700071200,2023-11-15T18:00:00+0000,3,3,,,,,,,,7.32,10.82,9.3595584407709,49.371507751762,22,24,14,470
1700074800,2023-11-15T19:00:00+0000,3,3,1013.7,127.65,3970,0,50.5,428400,1013.7,,,,,28,32.5,18.5,515
1700078400,2023-11-15T20:00:00+0000,3,3,,,,,,,,5.8833333333333,9.6,10.657720705723,44.819916675133,28,29,20,590
1700082000,2023-11-15T21:00:00+0000,3,3,1013.15,144.3,3970,0,50.5,435600,1013.15,,,,,46,47,32.5,630
1700085600,2023-11-15T22:00:00+0000,3,3,,,,,,,,5.6,9.2666666666667,10.601163428365,44.971363695277,62,62,46,700
1700089200,2023-11-15T23:00:00+0000,3,3,1012.35,149.7,3955,0,44.5,442800,1012.35,,,,,45,45,34,665
1700092800,2023-11-16T00:00:00+0000,3,3,,,,,,,,5.3,8.95,10.359726618336,45.246566904094,41,41,31,600
1700096400,2023-11-16T01:00:00+0000,3,3,1011.25,157.5,3955,0,40.5,450000,1011.25,,,,,37.5,38.5,28,615
1700100000,2023-11-16T02:00:00+0000,3,3,,,,,,,,4.96,8.94,11.01715458993,43.780998208324,20,20,18,570
1700103600,2023-11-16T03:00:00+0000,3,3,1009.95,157.1,3955,0,36,457200,1009.95,5.1,9,11.17052392349,43.86658866453,13,13,12.5,550
1700107200,2023-11-16T04:00:00+0000,3,3,,,,,,,,4.92,9.04,11.329325216735,43.623668899368,9,9,9,540
1700110800,2023-11-16T05:00:00+0000,3,3,1009.2,162.7,3955,0,38,,1009.2,4.9,9.1,11.413317785421,43.557176107257,10,10,10,540
1700114400,2023-11-16T06:00:00+0000,3,3,1009.3,164,3955,0,38,464400,1009.3,5.28,9.3,13.923707744241,39.687188893042,,,,
1700118000,2023-11-16T07:00:00+0000,3,3,1009.1,161.7,3955,0,46,,1009.1,5.5,9.6,13.94935330613,40.085439005945,6.6666666666667,6.6666666666667,6.6666666666667,523.33333333333
1700121600,2023-11-16T08:00:00+0000,3,3,1009.2,162.3,3955,0,49,471600,1009.2,5.4,9.55,14.323996446872,39.804697584352,,,,
1700125200,2023-11-16T09:00:00+0000,3,3,1009.7,162.5,3955,5,54,,1009.7,5.25,9.25,14.464672708429,39.491472305586,7,7,7,580
1700128800,2023-11-16T10:00:00+0000,3,3,1009.9,161.2,3955,10,56,478800,1009.9,6.15,10.3,14.267859869055,41.298914729311,,,,
1700132400,2023-11-16T11:00:00+0000,3,3,1010.2,140.8,3970,5,52,,1010.2,7.05,11.3,13.594304108375,44.027928145987,6.3333333333333,6.3333333333333,6.3333333333333,576.66666666667
1700136000,2023-11-16T12:00:00+0000,3,3,1010.2,134.2,3970,5,50,486000,1010.2,8.775,12.475,12.065088719533,49.351098706021,,,,
1700139600,2023-11-16T13:00:00+0000,3,3,1009.8,114.8,3970,5,52,,1009.8,9.55,13.35,11.46048192032,51.716339090883,2,2,2,503.33333333333
1700143200,2023-11-16T14:00:00+0000,3,3,1009.7,110.4,3970,5,53,493200,1009.7,10.133333333333,13.933333333333,8.5243590340055,56.643469324676,,,,
1700146800,2023-11-16T15:00:00+0000,3,3,1009.7,112.6,3985,5,57,,1009.7,9.9666666666667,13.666666666667,8.1726552086345,56.616779449804,3.3333333333333,3.3333333333333,2,446.66666666667
1700150400,2023-11-16T16:00:00+0000,3,3,1009.6,120.8,3985,0,51,500400,1009.6,8.9333333333333,12.433333333333,8.157740354227,54.580734904443,,,,
1700154000,2023-11-16T17:00:00+0000,3,3,1009.2,131.3,3970,0,54,,1009.2,8.4,11.966666666667,8.7984440650236,52.252237233075,0,0,0,460
1700157600,2023-11-16T18:00:00+0000,3,3,1009.2,140.1,3970,0,55,507600,1009.2,7.5333333333333,11.333333333333,9.9960188661214,48.904182275313,,,,
1700161200,2023-11-16T19:00:00+0000,3,3,1009.5,147.8,3970,0,52,,1009.5,7.5333333333333,11.366666666667,9.6826045382263,49.408762386064,0,0,0,470
1700164800,2023-11-16T20:00:00+0000,3,3,1009.7,154.3,3970,0,51,514800,1009.7,6.75,10.95,10.538456182352,46.845289724185,0,0,0,470
1700168400,2023-11-16T21:00:00+0000,3,3,1010.1,147,3970,0,47,,1010.1,6.8,11.15,10.469492663624,46.960128075975,0,0,0,460
1700172000,2023-11-16T22:00:00+0000,3,3,1010.2,148.9,3970,0,49,522000,1010.2,5.8,9.95,11.933186263822,43.159899503327,0,0,0,460
1700175600,2023-11-16T23:00:00+0000,3,3,,,,,,,,5.475,9.725,12.455112538322,41.656001513705,0,0,0,460
1700179200,2023-11-17T00:00:00+0000,3,3,1011,142.3,3970,0,44.5,529200,1011,5.35,9.45,12.767399032538,40.743760949583,0,0,0,460
1700182800,2023-11-17T01:00:00+0000,3,3,,,,,,,,5.475,9.675,12.829223302958,40.693688340282,0,0,0,470
1700186400,2023-11-17T02:00:00+0000,3,3,1010.95,131.6,3970,0,42,536400,1010.95,5.9,10.3,12.29186643606,42.021694179197,0,0,0,470
1700190000,2023-11-17T03:00:00+0000,3,3,,,,,,,,6.48,10.86,11.542874625683,44.364539400961,0,0,0,460
1700193600,2023-11-17T04:00:00+0000,3,3,1011.05,136.95,3955,0,41,543600,1011.05,5.9,10.2,11.748909220129,42.873457659741,0,0,0,450
1700197200,2023-11-17T05:00:00+0000,3,3,,,,,,,,5.96,10.2,11.738326578798,43.281718003866,0,0,0,460
1700200800,2023-11-17T06:00:00+0000,3,3,1011.6,140.3,3955,0,43.5,550800,1011.6,5.6,9.9,13.508306143454,38.110474147187,0,0,0,460
1700204400,2023-11-17T07:00:00+0000,3,3,,,,,,,,5.6,9.9,13.737321852087,37.841953603348,0,0,0,470
1700208000,2023-11-17T08:00:00+0000,3,3,1012.45,136.2,3955,0,52.5,558000,1012.45,,,,,0,0,0,470
1700211600,2023-11-17T09:00:00+0000,3,3,,,,,,,,5.6833333333333,9.9666666666667,14.675397873183,36.881899992271,0,0,0,460
1700215200,2023-11-17T10:00:00+0000,3,3,1014.2,130.05,3970,5,51.5,565200,1014.2,,,,,0,0,0,470
1700218800,2023-11-17T11:00:00+0000,3,3,,,,,,,,8.3166666666667,11.983333333333,11.571831460629,46.549151666851,0,0,0,460
1700222400,2023-11-17T12:00:00+0000,3,3,1014.5,103.1,3992.5,45,50,572400,1014.5,,,,,0,0,0,480
1700226000,2023-11-17T13:00:00+0000,3,3,,,,,,,,9.84,13.36,9.2271823896027,54.274568866768,0,2,0,480
1700229600,2023-11-17T14:00:00+0000,3,3,1013.85,96.45,3985,5,54.5,579600,1013.85,9.6,13.3,10.296005933224,52.18229479673,0.5,1,0.5,475
1700233200,2023-11-17T15:00:00+0000,3,3,,,,,,,,9.58,13.42,9.0548415057204,53.376074968197,1,2,1,450
1700236800,2023-11-17T16:00:00+0000,3,3,1012.7,93.3,3985,0,52.5,586800,1012.7,9.5,13.2,8.2787605720201,54.058711720148,1,3,1,450
1700240400,2023-11-17T17:00:00+0000,3,3,,,,,,,,8.74,12.62,9.0089290770512,51.124351547718,3,5,2,460
1700244000,2023-11-17T18:00:00+0000,3,3,1011.7,126.8,3970,0,53,,1011.7,8.4,12.2,8.8600533299591,50.433528598244,2.5,5,2,460
1700247600,2023-11-17T19:00:00+0000,3,3,1011,131.9,3970,0,53,594000,1011,7.675,11.8,9.8015636916671,47.464706463094,,,,
