timestamp,date,pressure,humidity,battery,lux,dB,run_time,mslPressure,PM2_5,PM10,PM1_0,lqi,nbFrames,temperature_int,temperature,NO2,O3
1700605497,2023-11-21T22:24:57+0000,,,,,,,,,,,2,3,,,,
1700605786,2023-11-21T22:29:46+0000,1028.3,134.8,3985,0,56,,1028.3,,,,,,,,,
1700606138,2023-11-21T22:35:38+0000,,,,,,,,,,,,,8.1,8.9,11.46177882109,40.812064908673
1700606190,2023-11-21T22:36:30+0000,,,,,,,,0,0,0,,,,,,
1700606191,2023-11-21T22:36:31+0000,,,,,,,,,,,1,3,,,,
1700606738,2023-11-21T22:45:38+0000,,,,,,,,,,,,,8.3,8.9,10.907715969336,42.006646348811
1700606739,2023-11-21T22:45:39+0000,,,,,,,,,,,2,3,,,,
1700607378,2023-11-21T22:56:18+0000,,,,,,,,,,,,,8.2,9,11.377553117361,40.643002374837
1700607513,2023-11-21T22:58:33+0000,,,,,,,,0,0,0,,,,,,
1700607586,2023-11-21T22:59:46+0000,1028.4,134.9,3985,0,56,802800,1028.4,,,,,,,,,
1700607587,2023-11-21T22:59:47+0000,,,,,,,,,,,1,3,,,,
1700607978,2023-11-21T23:06:18+0000,,,,,,,,,,,,,8.4,9.1,11.068879366523,41.401012203473
1700607979,2023-11-21T23:06:19+0000,,,,,,,,,,,2,3,,,,
1700608621,2023-11-21T23:17:01+0000,,,,,,,,,,,,,8.4,9.2,11.174046124059,42.251757998867
1700608713,2023-11-21T23:18:33+0000,,,,,,,,0,0,0,,,,,,
1700609221,2023-11-21T23:27:01+0000,,,,,,,,,,,,,8.6,9.3,10.549872100615,43.229676844816
1700609222,2023-11-21T23:27:02+0000,,,,,,,,,,,2,1,,,,
1700609511,2023-11-21T23:31:51+0000,1027.7,135.6,3970,0,51,,1027.7,,,,,,,,,
1700609862,2023-11-21T23:37:42+0000,,,,,,,,,,,,,8.4,9.2,10.087322962861,44.198802457701
1700609913,2023-11-21T23:38:33+0000,,,,,,,,0,0,0,,,,,,
1700609914,2023-11-21T23:38:34+0000,,,,,,,,,,,2,3,,,,
1700610462,2023-11-21T23:47:42+0000,,,,,,,,,,,,,8.5,9.3,10.178375188357,43.663279484053
1700610463,2023-11-21T23:47:43+0000,,,,,,,,,,,1,1,,,,
1700611102,2023-11-21T23:58:22+0000,,,,,,,,,,,,,8.5,9.3,9.687596986526,43.389327643541
1700611237,2023-11-22T00:00:37+0000,,,,,,,,0,0,0,,,,,,
1700611311,2023-11-22T00:01:51+0000,1027.9,137.4,3970,0,48,806400,1027.9,,,,,,,,,
1700611312,2023-11-22T00:01:52+0000,,,,,,,,,,,2,3,,,,
1700611702,2023-11-22T00:08:22+0000,,,,,,,,,,,,,8.6,9.3,9.9889827270934,44.555296260681
1700611703,2023-11-22T00:08:23+0000,,,,,,,,,,,2,3,,,,
1700612344,2023-11-22T00:19:04+0000,,,,,,,,,,,,,8.6,9.3,9.6734824544875,44.010475235651
1700612437,2023-11-22T00:20:37+0000,,,,,,,,0,0,0,,,,,,
1700612944,2023-11-22T00:29:04+0000,,,,,,,,,,,,,8.8,9.4,9.8906424913262,42.808782447217
1700612945,2023-11-22T00:29:05+0000,,,,,,,,,,,2,3,,,,
1700613235,2023-11-22T00:33:55+0000,1027.5,139.6,3970,0,51,,1027.5,,,,,,,,,
1700613585,2023-11-22T00:39:45+0000,,,,,,,,,,,,,8.6,9.3,8.4114813640639,43.169468709631
1700613637,2023-11-22T00:40:37+0000,,,,,,,,0,0,0,,,,,,
1700613638,2023-11-22T00:40:38+0000,,,,,,,,,,,2,3,,,,
1700614185,2023-11-22T00:49:45+0000,,,,,,,,,,,,,8.7,9.4,10.430590811041,43.764808683875
1700614186,2023-11-22T00:49:46+0000,,,,,,,,,,,2,3,,,,
1700614829,2023-11-22T01:00:29+0000,,,,,,,,,,,,,8.7,9.6,10.886313427027,44.073816110232
1700614962,2023-11-22T01:02:42+0000,,,,,,,,0,0,0,,,,,,
1700615035,2023-11-22T01:03:55+0000,1027.1,140.4,3970,0,47,810000,1027.1,,,,,,,,,
1700615036,2023-11-22T01:03:56+0000,,,,,,,,,,,2,3,,,,
1700615429,2023-11-22T01:10:29+0000,,,,,,,,,,,,,8.9,9.8,11.243695807247,46.364368679548
1700615430,2023-11-22T01:10:30+0000,,,,,,,,,,,1,3,,,,
1700616068,2023-11-22T01:21:08+0000,,,,,,,,,,,,,9,9.8,9.4768019829531,46.444105436883
1700616162,2023-11-22T01:22:42+0000,,,,,,,,0,0,0,,,,,,
1700616668,2023-11-22T01:31:08+0000,,,,,,,,,,,,,9.2,9.9,9.9744067065525,45.535515493446
1700616669,2023-11-22T01:31:09+0000,,,,,,,,,,,1,3,,,,
1700616956,2023-11-22T01:35:56+0000,1027.5,140.2,3970,0,45,,1027.5,,,,,,,,,
1700617310,2023-11-22T01:41:50+0000,,,,,,,,,,,,,9.1,9.9,7.85013050204,44.567386000273
1700617362,2023-11-22T01:42:42+0000,,,,,,,,0,0,0,,,,,,
1700617363,2023-11-22T01:42:43+0000,,,,,,,,,,,2,3,,,,
1700617910,2023-11-22T01:51:50+0000,,,,,,,,,,,,,9.2,9.9,7.660738040776,44.025533947507
1700617911,2023-11-22T01:51:51+0000,,,,,,,,,,,1,3,,,,
1700618554,2023-11-22T02:02:34+0000,,,,,,,,,,,,,9.1,9.8,7.7449637445047,42.856318907243
1700618687,2023-11-22T02:04:47+0000,,,,,,,,0,0,0,,,,,,
1700618756,2023-11-22T02:05:56+0000,1026.8,141.7,3970,0,46,813600,1026.8,,,,,,,,,
1700618757,2023-11-22T02:05:57+0000,,,,,,,,,,,2,3,,,,
1700619154,2023-11-22T02:12:34+0000,,,,,,,,,,,,,9.2,9.8,8.5020721010584,43.37538239781
1700619155,2023-11-22T02:12:35+0000,,,,,,,,,,,1,3,,,,
1700619794,2023-11-22T02:23:14+0000,,,,,,,,,,,,,9.1,9.9,8.6914645623224,42.578956876476
1700619887,2023-11-22T02:24:47+0000,,,,,,,,0,0,0,,,,,,
1700620394,2023-11-22T02:33:14+0000,,,,,,,,,,,,,9.2,9.9,8.6072388585937,44.608493214376
1700620395,2023-11-22T02:33:15+0000,,,,,,,,,,,1,3,,,,
1700620679,2023-11-22T02:37:59+0000,1026.3,143.2,3970,0,43,,1026.3,,,,,,,,,
1700621035,2023-11-22T02:43:55+0000,,,,,,,,,,,,,9.1,9.9,8.4811310472518,43.076064157425
1700621087,2023-11-22T02:44:47+0000,,,,,,,,0,0,0,,,,,,
1700621088,2023-11-22T02:44:48+0000,,,,,,,,,,,2,3,,,,
1700621635,2023-11-22T02:53:55+0000,,,,,,,,,,,,,9.2,10,9.3083505754957,44.480929029231
1700621636,2023-11-22T02:53:56+0000,,,,,,,,,,,2,3,,,,
1700622276,2023-11-22T03:04:36+0000,,,,,,,,,,,,,9.2,10,9.06296147458,44.535135619561
1700622411,2023-11-22T03:06:51+0000,,,,,,,,0,0,0,,,,,,
1700622479,2023-11-22T03:07:59+0000,1026,142.5,3970,0,45,817200,1026,,,,,,,,,
1700622480,2023-11-22T03:08:00+0000,,,,,,,,,,,2,3,,,,
1700622876,2023-11-22T03:14:36+0000,,,,,,,,,,,,,9.4,10.1,9.2801215114186,46.201180489914
1700622877,2023-11-22T03:14:37+0000,,,,,,,,,,,1,3,,,,
1700623518,2023-11-22T03:25:18+0000,,,,,,,,,,,,,9.3,10.1,7.7868458521179,44.793232962115
1700623611,2023-11-22T03:26:51+0000,,,,,,,,0,0,0,,,,,,
1700624118,2023-11-22T03:35:18+0000,,,,,,,,,,,,,9.4,10.1,7.5273422191637,44.130309570454
1700624119,2023-11-22T03:35:19+0000,,,,,,,,,,,1,3,,,,
1700624403,2023-11-22T03:40:03+0000,1026.7,143.6,3970,0,43,,1026.7,,,,,,,,,
1700624759,2023-11-22T03:45:59+0000,,,,,,,,,,,,,9.3,10,8.1023461247238,43.52182013658
1700624811,2023-11-22T03:46:51+0000,,,,,,,,0,0,0,,,,,,
1700624812,2023-11-22T03:46:52+0000,,,,,,,,,,,1,3,,,,
1700625359,2023-11-22T03:55:59+0000,,,,,,,,,,,,,9.4,9.9,7.4922866333186,43.591817624541
1700625360,2023-11-22T03:56:00+0000,,,,,,,,,,,1,3,,,,
1700626000,2023-11-22T04:06:40+0000,,,,,,,,,,,,,9.2,9.9,6.609070465423,41.44473382173
1700626141,2023-11-22T04:09:01+0000,,,,,,,,0,0,0,,,,,,
1700626203,2023-11-22T04:10:03+0000,1026.1,147.5,3970,0,46,820800,1026.1,,,,,,,,,
1700626204,2023-11-22T04:10:04+0000,,,,,,,,,,,2,3,,,,
1700626600,2023-11-22T04:16:40+0000,,,,,,,,,,,,,9.2,9.9,7.9762383133819,42.945303632558
1700626601,2023-11-22T04:16:41+0000,,,,,,,,,,,2,3,,,,
1700627242,2023-11-22T04:27:22+0000,,,,,,,,,,,,,9.1,9.8,8.7966313198577,42.187016353062
1700627341,2023-11-22T04:29:01+0000,,,,,,,,0,0,0,,,,,,
1700627842,2023-11-22T04:37:22+0000,,,,,,,,,,,,,9.2,9.8,8.9577947170447,39.956330867745
1700627843,2023-11-22T04:37:23+0000,,,,,,,,,,,1,1,,,,
1700628133,2023-11-22T04:42:13+0000,1026.4,150.3,3970,0,45,,1026.4,,,,,,,,,
1700628483,2023-11-22T04:48:03+0000,,,,,,,,,,,,,9.1,9.9,10.970077642254,41.256256349473
1700628541,2023-11-22T04:49:01+0000,,,,,,,,0,0,0,,,,,,
1700628542,2023-11-22T04:49:02+0000,,,,,,,,,,,2,3,,,,
1700629083,2023-11-22T04:58:03+0000,,,,,,,,,,,,,9.3,10,11.537793537544,41.807015319032
1700629084,2023-11-22T04:58:04+0000,,,,,,,,,,,2,3,,,,
1700629727,2023-11-22T05:08:47+0000,,,,,,,,,,,,,9.3,10,12.725243132392,37.789765161204
1700629860,2023-11-22T05:11:00+0000,,,,,,,,0,0,0,,,,,,
1700629933,2023-11-22T05:12:13+0000,1025.8,148.1,3970,0,48,824400,1025.8,,,,,,,,,
1700629934,2023-11-22T05:12:14+0000,,,,,,,,,,,1,3,,,,
1700630327,2023-11-22T05:18:47+0000,,,,,,,,,,,,,9.5,10.1,12.967053327113,40.510065491648
1700630328,2023-11-22T05:18:48+0000,,,,,,,,,,,1,3,,,,
1700630969,2023-11-22T05:29:29+0000,,,,,,,,,,,,,9.4,10.2,13.127644319233,46.860791502157
1700631060,2023-11-22T05:31:00+0000,,,,,,,,0,0,0,,,,,,
1700631569,2023-11-22T05:39:29+0000,,,,,,,,,,,,,9.6,10.3,12.581265463407,43.699387481964
1700631570,2023-11-22T05:39:30+0000,,,,,,,,,,,2,3,,,,
1700631853,2023-11-22T05:44:13+0000,1026.2,146.1,3970,0,54,,1026.2,,,,,,,,,
1700632213,2023-11-22T05:50:13+0000,,,,,,,,,,,,,9.6,10.4,11.736777194965,43.393894129513
1700632260,2023-11-22T05:51:00+0000,,,,,,,,0,0,0,,,,,,
1700632261,2023-11-22T05:51:01+0000,,,,,,,,,,,1,3,,,,
1700632813,2023-11-22T06:00:13+0000,,,,,,,,,,,,,9.7,10.4,10.956894805986,40.652411730186
1700632814,2023-11-22T06:00:14+0000,,,,,,,,,,,1,3,,,,
1700633450,2023-11-22T06:10:50+0000,,,,,,,,,,,,,9.6,10.4,9.8226037864943,41.973120837391
1700633584,2023-11-22T06:13:04+0000,,,,,,,,0,0,0,,,,,,
1700633653,2023-11-22T06:14:13+0000,1025.9,147.4,3970,0,56,828000,1025.9,,,,,,,,,
1700633654,2023-11-22T06:14:14+0000,,,,,,,,,,,1,3,,,,
1700634050,2023-11-22T06:20:50+0000,,,,,,,,,,,,,9.7,10.4,8.4234300006577,40.885913293727
1700634051,2023-11-22T06:20:51+0000,,,,,,,,,,,1,3,,,,
1700634691,2023-11-22T06:31:31+0000,,,,,,,,,,,,,9.6,10.3,8.7529186464668,40.97283905981
1700634784,2023-11-22T06:33:04+0000,,,,,,,,0,0,0,,,,,,
1700635291,2023-11-22T06:41:31+0000,,,,,,,,,,,,,9.7,10.3,10.16870575544,42.360586077448
1700635292,2023-11-22T06:41:32+0000,,,,,,,,,,,1,3,,,,
1700635577,2023-11-22T06:46:17+0000,1026,149,3970,0,58,,1026,,,,,,,,,
1700635932,2023-11-22T06:52:12+0000,,,,,,,,,,,,,9.6,10.3,10.385595965456,40.720139685893
1700635984,2023-11-22T06:53:04+0000,,,,,,,,0,0,0,,,,,,
1700635985,2023-11-22T06:53:05+0000,,,,,,,,,,,2,3,,,,
1700636532,2023-11-22T07:02:12+0000,,,,,,,,,,,,,9.7,10.3,11.182091677571,41.922190965763
1700636533,2023-11-22T07:02:13+0000,,,,,,,,,,,1,3,,,,
1700637174,2023-11-22T07:12:54+0000,,,,,,,,,,,,,9.6,10.3,11.51158032338,34.764232520215
1700637311,2023-11-22T07:15:11+0000,,,,,,,,0,0,0,,,,,,
1700637377,2023-11-22T07:16:17+0000,1026.3,150.2,3970,0,56,831600,1026.3,,,,,,,,,
1700637378,2023-11-22T07:16:18+0000,,,,,,,,,,,1,3,,,,
1700637774,2023-11-22T07:22:54+0000,,,,,,,,,,,,,9.7,10.3,11.913981510221,37.280363622074
1700637775,2023-11-22T07:22:55+0000,,,,,,,,,,,1,3,,,,
1700638416,2023-11-22T07:33:36+0000,,,,,,,,,,,,,9.6,10.3,12.637564681304,37.318189349152
1700638511,2023-11-22T07:35:11+0000,,,,,,,,0,0,0,,,,,,
1700639016,2023-11-22T07:43:36+0000,,,,,,,,,,,,,9.7,10.3,12.251776817598,40.507511339468
1700639017,2023-11-22T07:43:37+0000,,,,,,,,,,,1,3,,,,
1700639301,2023-11-22T07:48:21+0000,1026.2,153.3,3970,0,58,,1026.2,,,,,,,,,
1700639657,2023-11-22T07:54:17+0000,,,,,,,,,,,,,9.6,10.3,12.919060770785,39.911647311906
1700639711,2023-11-22T07:55:11+0000,,,,,,,,0,0,0,,,,,,
1700639712,2023-11-22T07:55:12+0000,,,,,,,,,,,1,3,,,,
1700640257,2023-11-22T08:04:17+0000,,,,,,,,,,,,,9.7,10.3,14.278548661861,37.215759712222
1700640258,2023-11-22T08:04:18+0000,,,,,,,,,,,2,3,,,,
1700640899,2023-11-22T08:14:59+0000,,,,,,,,,,,,,9.6,10.4,14.045045128708,35.910708901747
1700641034,2023-11-22T08:17:14+0000,,,,,,,,0,0,0,,,,,,
1700641101,2023-11-22T08:18:21+0000,1026.1,155.3,3970,0,58,835200,1026.1,,,,,,,,,
1700641102,2023-11-22T08:18:22+0000,,,,,,,,,,,2,3,,,,
1700641499,2023-11-22T08:24:59+0000,,,,,,,,,,,,,9.7,10.4,15.573430673473,36.380870348967
1700641500,2023-11-22T08:25:00+0000,,,,,,,,,,,1,3,,,,
1700642141,2023-11-22T08:35:41+0000,,,,,,,,,,,,,9.7,10.5,16.249021288228,36.16527238257
1700642234,2023-11-22T08:37:14+0000,,,,,,,,0,0,0,,,,,,
1700642741,2023-11-22T08:45:41+0000,,,,,,,,,,,,,9.9,10.6,14.520358856582,36.946107828342
1700642742,2023-11-22T08:45:42+0000,,,,,,,,,,,1,3,,,,
1700643027,2023-11-22T08:50:27+0000,1026.3,155.9,3970,0,58,,1026.3,,,,,,,,,
1700643434,2023-11-22T08:57:14+0000,,,,,,,,0,0,0,,,,,,
1700643435,2023-11-22T08:57:15+0000,,,,,,,,,,,1,3,,,,
1700644624,2023-11-22T09:17:04+0000,,,,,,,,,,,,,10,10.8,16.44283892662,34.262218860144
1700644759,2023-11-22T09:19:19+0000,,,,,,,,0,0,0,,,,,,
1700644827,2023-11-22T09:20:27+0000,1026,155.6,3970,0,58,838800,1026,,,,,,,,,
1700644828,2023-11-22T09:20:28+0000,,,,,,,,,,,1,3,,,,
1700645224,2023-11-22T09:27:04+0000,,,,,,,,,,,,,10.1,10.8,16.169649498708,35.03897917288
1700645225,2023-11-22T09:27:05+0000,,,,,,,,,,,1,3,,,,
1700645866,2023-11-22T09:37:46+0000,,,,,,,,,,,,,10.1,10.8,15.09996435868,33.003713936494
1700645959,2023-11-22T09:39:19+0000,,,,,,,,0,0,0,,,,,,
1700646466,2023-11-22T09:47:46+0000,,,,,,,,,,,,,10.2,10.8,15.614963981314,34.142266819577
1700646467,2023-11-22T09:47:47+0000,,,,,,,,,,,1,3,,,,
1700646758,2023-11-22T09:52:38+0000,1025.9,157,3970,0,56,,1025.9,,,,,,,,,
1700647111,2023-11-22T09:58:31+0000,,,,,,,,,,,,,10.1,10.9,16.225948716604,41.767571518257
1700647159,2023-11-22T09:59:19+0000,,,,,,,,0,0,0,,,,,,
1700647160,2023-11-22T09:59:20+0000,,,,,,,,,,,2,3,,,,
1700647711,2023-11-22T10:08:31+0000,,,,,,,,,,,,,10.2,11,17.191342082407,34.980850122361
1700647712,2023-11-22T10:08:32+0000,,,,,,,,,,,1,3,,,,
1700648349,2023-11-22T10:19:09+0000,,,,,,,,,,,,,10.2,11,17.810633479265,30.796615700732
1700648558,2023-11-22T10:22:38+0000,1026,157.7,3970,0,57,3600,1026,,,,,,,,,
1700648559,2023-11-22T10:22:39+0000,,,,,,,,,,,1,3,,,,
1700648949,2023-11-22T10:29:09+0000,,,,,,,,,,,,,10.4,11.1,17.433152277128,31.14625521371
1700648950,2023-11-22T10:29:10+0000,,,,,,,,,,,2,3,,,,
1700649592,2023-11-22T10:39:52+0000,,,,,,,,,,,,,10.3,11.1,19.564215895615,28.166626224132
1700650192,2023-11-22T10:49:52+0000,,,,,,,,,,,,,10.4,11.1,22.2748850162,27.339505933443
1700650193,2023-11-22T10:49:53+0000,,,,,,,,,,,1,3,,,,
1700650478,2023-11-22T10:54:38+0000,1026,157.3,3970,0,57,,1026,,,,,,,,,
1700650836,2023-11-22T11:00:36+0000,,,,,,,,,,,,,10.4,11.2,21.430396747757,29.448973984869
1700651436,2023-11-22T11:10:36+0000,,,,,,,,,,,,,10.6,11.3,22.122600685647,29.763911816625
1700651437,2023-11-22T11:10:37+0000,,,,,,,,,,,1,3,,,,
1700652211,2023-11-22T11:23:31+0000,,,,,,,,0,0,0,,,,,,
1700652278,2023-11-22T11:24:38+0000,1026,154.4,3970,0,58,7200,1026,,,,,,,,,
1700652279,2023-11-22T11:24:39+0000,,,,,,,,,,,1,3,,,,
1700653318,2023-11-22T11:41:58+0000,,,,,,,,,,,,,10.7,11.5,18.189962094482,34.430117616791
1700653411,2023-11-22T11:43:31+0000,,,,,,,,0,0,0,,,,,,
1700653918,2023-11-22T11:51:58+0000,,,,,,,,,,,,,10.8,11.5,17.410079705504,32.953615000448
1700653919,2023-11-22T11:51:59+0000,,,,,,,,,,,1,3,,,,
1700654210,2023-11-22T11:56:50+0000,1026.2,153.1,3970,0,56,,1026.2,,,,,,,,,
1700654560,2023-11-22T12:02:40+0000,,,,,,,,,,,,,10.8,11.5,15.045512553864,36.123169286713
1700654611,2023-11-22T12:03:31+0000,,,,,,,,0,0,0,,,,,,
1700654612,2023-11-22T12:03:32+0000,,,,,,,,,,,1,1,,,,
1700655160,2023-11-22T12:12:40+0000,,,,,,,,,,,,,11,11.6,15.850314927547,37.47549030357
1700655161,2023-11-22T12:12:41+0000,,,,,,,,,,,1,3,,,,
1700655805,2023-11-22T12:23:25+0000,,,,,,,,,,,,,11,11.8,15.343621966481,36.947199805831
1700655938,2023-11-22T12:25:38+0000,,,,,,,,0,0,0,,,,,,
1700656010,2023-11-22T12:26:50+0000,1026,152,3970,0,58,10800,1026,,,,,,,,,
1700656011,2023-11-22T12:26:51+0000,,,,,,,,,,,1,3,,,,
1700656405,2023-11-22T12:33:25+0000,,,,,,,,,,,,,11.2,11.8,12.826770484289,39.551207760955
1700656406,2023-11-22T12:33:26+0000,,,,,,,,,,,0,3,,,,
1700657045,2023-11-22T12:44:05+0000,,,,,,,,,,,,,11.1,11.8,11.467282593212,38.452156011689
1700657138,2023-11-22T12:45:38+0000,,,,,,,,0,0,0,,,,,,
1700657645,2023-11-22T12:54:05+0000,,,,,,,,,,,,,11.2,11.8,12.826770484289,37.481240843346
1700657646,2023-11-22T12:54:06+0000,,,,,,,,,,,1,3,,,,
1700658287,2023-11-22T13:04:47+0000,,,,,,,,,,,,,11.1,11.9,13.381456001683,34.813010171878
1700658338,2023-11-22T13:05:38+0000,,,,,,,,0,0,0,,,,,,
1700658339,2023-11-22T13:05:39+0000,,,,,,,,,,,2,3,,,,
1700658887,2023-11-22T13:14:47+0000,,,,,,,,,,,,,11.2,12,12.714172048496,38.513824575853
1700658888,2023-11-22T13:14:48+0000,,,,,,,,,,,1,3,,,,
1700659532,2023-11-22T13:25:32+0000,,,,,,,,,,,,,11.2,12,11.757085344261,37.975935172926
1700659671,2023-11-22T13:27:51+0000,,,,,,,,0,0,0,,,,,,
1700660132,2023-11-22T13:35:32+0000,,,,,,,,,,,,,11.3,12,11.709092787933,40.252471045418
1700660133,2023-11-22T13:35:33+0000,,,,,,,,,,,1,3,,,,
1700660771,2023-11-22T13:46:11+0000,,,,,,,,,,,,,11.3,11.9,7.2614545741343,40.33017909982
1700660871,2023-11-22T13:47:51+0000,,,,,,,,0,0,0,,,,,,
1700661371,2023-11-22T13:56:11+0000,,,,,,,,,,,,,11.3,11.8,7.4866514457191,39.759987741967
1700661372,2023-11-22T13:56:12+0000,,,,,,,,,,,2,3,,,,
1700661659,2023-11-22T14:00:59+0000,1025.4,154.7,3955,0,58,,1025.4,,,,,,,,,
1700662016,2023-11-22T14:06:56+0000,,,,,,,,,,,,,11.1,11.7,9.3842115310533,37.315278535345
1700662071,2023-11-22T14:07:51+0000,,,,,,,,0,0,0,,,,,,
1700662072,2023-11-22T14:07:52+0000,,,,,,,,,,,1,3,,,,
1700662616,2023-11-22T14:16:56+0000,,,,,,,,,,,,,11.1,11.7,11.35468415742,39.599737906286
1700662617,2023-11-22T14:16:57+0000,,,,,,,,,,,1,3,,,,
1700663255,2023-11-22T14:27:35+0000,,,,,,,,,,,,,11,11.7,11.853070456918,36.987806452713
1700663394,2023-11-22T14:29:54+0000,,,,,,,,0,0,0,,,,,,
1700663459,2023-11-22T14:30:59+0000,1025.2,157.6,3955,0,55,18000,1025.2,,,,,,,,,
1700663460,2023-11-22T14:31:00+0000,,,,,,,,,,,1,3,,,,
1700663855,2023-11-22T14:37:35+0000,,,,,,,,,,,,,11.1,11.7,13.550353655371,36.25408678744
1700663856,2023-11-22T14:37:36+0000,,,,,,,,,,,1,1,,,,
1700664498,2023-11-22T14:48:18+0000,,,,,,,,,,,,,10.9,11.6,17.530984802864,30.576324897765
1700664594,2023-11-22T14:49:54+0000,,,,,,,,0,0,0,,,,,,
1700665098,2023-11-22T14:58:18+0000,,,,,,,,,,,,,11,11.6,16.300708670716,34.725133318613
1700665099,2023-11-22T14:58:19+0000,,,,,,,,,,,2,3,,,,
1700665385,2023-11-22T15:03:05+0000,1025.1,158.5,3955,0,56,,1025.1,,,,,,,,,
1700665740,2023-11-22T15:09:00+0000,,,,,,,,,,,,,10.9,11.6,17.756181674449,30.926118836627
1700665794,2023-11-22T15:09:54+0000,,,,,,,,0,0,0,,,,,,
1700665795,2023-11-22T15:09:55+0000,,,,,,,,,,,2,3,,,,
1700666340,2023-11-22T15:19:00+0000,,,,,,,,,,,,,11,11.6,19.397165655007,29.213714930446
1700666341,2023-11-22T15:19:01+0000,,,,,,,,,,,2,3,,,,
1700667118,2023-11-22T15:31:58+0000,,,,,,,,0,0,0,,,,,,
1700667185,2023-11-22T15:33:05+0000,1025,158.5,3955,0,56,21600,1025,,,,,,,,,
1700667186,2023-11-22T15:33:06+0000,,,,,,,,,,,1,1,,,,
1700668225,2023-11-22T15:50:25+0000,,,,,,,,,,,,,10.9,11.6,23.273505028275,19.773885540421
1700668318,2023-11-22T15:51:58+0000,,,,,,,,0,0,0,,,,,,
1700668825,2023-11-22T16:00:25+0000,,,,,,,,,,,,,11,11.7,25.927874930964,17.968081008823
1700668826,2023-11-22T16:00:26+0000,,,,,,,,,,,2,3,,,,
1700669112,2023-11-22T16:05:12+0000,1025,157.2,3955,0,57,,1025,,,,,,,,,
1700669472,2023-11-22T16:11:12+0000,,,,,,,,,,,,,11,11.7,28.573938172085,14.287034308898
1700669518,2023-11-22T16:11:58+0000,,,,,,,,0,0,0,,,,,,
1700669519,2023-11-22T16:11:59+0000,,,,,,,,,,,1,3,,,,
1700670072,2023-11-22T16:21:12+0000,,,,,,,,,,,,,11.2,11.8,26.39488199727,18.738212036342
1700670073,2023-11-22T16:21:13+0000,,,,,,,,,,,1,3,,,,
1700670709,2023-11-22T16:31:49+0000,,,,,,,,,,,,,11.1,11.8,35.901143160157,7.3484020435592
1700670845,2023-11-22T16:34:05+0000,,,,,,,,0,0,0,,,,,,
1700670912,2023-11-22T16:35:12+0000,1025.3,154.3,3955,0,56,25200,1025.3,,,,,,,,,
1700670913,2023-11-22T16:35:13+0000,,,,,,,,,,,2,3,,,,
1700671309,2023-11-22T16:41:49+0000,,,,,,,,,,,,,11.2,11.8,25.043700767761,19.974395103761
1700671310,2023-11-22T16:41:50+0000,,,,,,,,,,,1,3,,,,
1700671952,2023-11-22T16:52:32+0000,,,,,,,,,,,,,11.1,11.8,22.27673242928,15.797895480414
1700672045,2023-11-22T16:54:05+0000,,,,,,,,0,0,0,,,,,,
1700672552,2023-11-22T17:02:32+0000,,,,,,,,,,,,,11.2,11.8,19.976771157105,23.316352283077
1700672553,2023-11-22T17:02:33+0000,,,,,,,,,,,2,3,,,,
1700672839,2023-11-22T17:07:19+0000,1025.2,154.2,3955,0,56,,1025.2,,,,,,,,,
1700673193,2023-11-22T17:13:13+0000,,,,,,,,,,,,,11.1,11.8,18.842480137613,25.902041173266
1700673245,2023-11-22T17:14:05+0000,,,,,,,,0,0,0,,,,,,
1700673246,2023-11-22T17:14:06+0000,,,,,,,,,,,1,1,,,,
1700673793,2023-11-22T17:23:13+0000,,,,,,,,,,,,,11.2,11.8,17.949999312842,24.538136992715
1700673794,2023-11-22T17:23:14+0000,,,,,,,,,,,1,3,,,,
1700674442,2023-11-22T17:34:02+0000,,,,,,,,,,,,,11.1,11.8,19.855866059744,26.383631358296
1700674573,2023-11-22T17:36:13+0000,,,,,,,,0,0,0,,,,,,
1700674639,2023-11-22T17:37:19+0000,1025.4,154.4,3955,0,57,28800,1025.4,,,,,,,,,
1700674640,2023-11-22T17:37:20+0000,,,,,,,,,,,2,1,,,,
1700675042,2023-11-22T17:44:02+0000,,,,,,,,,,,,,11.2,11.9,19.695275067624,28.772765666581
1700675043,2023-11-22T17:44:03+0000,,,,,,,,,,,1,3,,,,
1700675679,2023-11-22T17:54:39+0000,,,,,,,,,,,,,11.2,11.9,19.638975849727,27.909079587762
1700675773,2023-11-22T17:56:13+0000,,,,,,,,0,0,0,,,,,,
1700676279,2023-11-22T18:04:39+0000,,,,,,,,,,,,,11.3,11.9,18.577597371268,29.474028951044
1700676280,2023-11-22T18:04:40+0000,,,,,,,,,,,1,1,,,,
1700676569,2023-11-22T18:09:29+0000,1025.5,153.4,3955,0,57,,1025.5,,,,,,,,,
1700676924,2023-11-22T18:15:24+0000,,,,,,,,,,,,,11.2,11.8,17.330707915984,30.217347521506
1700676973,2023-11-22T18:16:13+0000,,,,,,,,0,0,0,,,,,,
1700676974,2023-11-22T18:16:14+0000,,,,,,,,,,,2,3,,,,
1700677524,2023-11-22T18:25:24+0000,,,,,,,,,,,,,11.3,11.8,19.14058955023,30.521011041334
1700677525,2023-11-22T18:25:25+0000,,,,,,,,,,,1,3,,,,
1700678164,2023-11-22T18:36:04+0000,,,,,,,,,,,,,11.2,11.8,16.65511730123,31.467928946707
1700678300,2023-11-22T18:38:20+0000,,,,,,,,0,0,0,,,,,,
