timestamp,date,PM2_5,PM10,PM1_0,lqi,nbFrames,pressure,humidity,battery,lux,dB,run_time,mslPressure,temperature_int,temperature,NO2,O3
1701306000,2023-11-30T01:00:00+0000,0,0,0,2.6,3,1002.05,154.8,3880,0,57.5,694800,1002.05,3.1166666666667,3.3833333333333,21.829220988181,20.545869242256
1701309600,2023-11-30T02:00:00+0000,0,0,0,2.4,3,1001.7,145.65,3880,0,54.5,698400,1001.7,3.3166666666667,3.55,19.609336332858,21.381198306229
1701313200,2023-11-30T03:00:00+0000,0,0,0,2.8,3,1001.75,140.35,3880,0,49.5,702000,1001.75,3.4166666666667,3.6833333333333,20.918993321673,20.785061376315
1701316800,2023-11-30T04:00:00+0000,0,0,0,2.8,3,1001.75,138.25,3872.5,0,52.5,705600,1001.75,3.8833333333333,4.0833333333333,19.828197738259,23.387887915658
1701320400,2023-11-30T05:00:00+0000,0,0,0,2.75,3,1002.2,156.65,3865,0,57,709200,1002.2,2.72,2.84,14.617744987754,25.061308152986
1701324000,2023-11-30T06:00:00+0000,0,0,0,3,3,1002.45,156.1,3865,0,56,712800,1002.45,2.9666666666667,3.2666666666667,20.362636418006,20.80249208757
1701327600,2023-11-30T07:00:00+0000,0,0,0,2.6,3,1002.65,146.9,3865,0,62.5,716400,1002.65,3.4333333333333,3.7166666666667,23.981651123779,17.870551935134
1701331200,2023-11-30T08:00:00+0000,0,0,0,3,3,1003.05,124,3865,0,62,720000,1003.05,4.0833333333333,4.3833333333333,27.579468850636,17.437856476169
1701334800,2023-11-30T09:00:00+0000,0,0,0,2.8,3,1003.65,130.75,3865,0,64.5,723600,1003.65,3.92,4.04,25.358754223125,21.256444453341
1701338400,2023-11-30T10:00:00+0000,0,0,0,2.4,3,1004.15,113.4,3865,2.5,63.5,727200,1004.15,4.2,4.4833333333333,26.876305328943,20.378822358982
1701342000,2023-11-30T11:00:00+0000,0,0,0,3,3,1004.4,118.1,3865,0,64,730800,1004.4,4.6333333333333,4.8166666666667,23.799024903116,26.149369288752
1701345600,2023-11-30T12:00:00+0000,0,0,0,2.8,3,1004.55,131.8,3880,0,63,734400,1004.55,3.8666666666667,3.9166666666667,20.536091667972,28.478241176558
1701349200,2023-11-30T13:00:00+0000,0,0,0,2.5,3,1004.6,145.35,3880,0,68,738000,1004.6,3.84,4.08,25.607520681338,23.852071116123
1701352800,2023-11-30T14:00:00+0000,0,0,0,3,3,1004.55,117.15,3880,0,61,741600,1004.55,4.6166666666667,4.9333333333333,27.316022121563,22.88753979656
1701356400,2023-11-30T15:00:00+0000,0,0,0,2.4,3,1004.8,106.75,3880,2.5,64,745200,1004.8,5.05,5.3,27.30773361223,25.859026148998
1701360000,2023-11-30T16:00:00+0000,3.5,3.5,3.5,2.8,3,1005.1,109.3,3895,0,63.5,748800,1005.1,4.8833333333333,4.95,21.152334644791,32.791553760428
1701363600,2023-11-30T17:00:00+0000,1,1,1,3,3,1005.35,113.45,3880,0,63,752400,1005.35,4.2,4.4,24.809478772817,29.959737600805
1701367200,2023-11-30T18:00:00+0000,2.6666666666667,2.6666666666667,2.6666666666667,2.6,3,1005.85,142.6,3880,0,63,756000,1005.85,3.6666666666667,3.7333333333333,23.523921581856,29.347221809715
1701370800,2023-11-30T19:00:00+0000,13,13,12,2.4,3,1006.15,146.45,3880,0,62,759600,1006.15,3.2833333333333,3.3166666666667,25.312985954849,23.964422084432
1701374400,2023-11-30T20:00:00+0000,5.3333333333333,5.3333333333333,5.3333333333333,3,3,1006.4,138.75,3880,0,62.5,763200,1006.4,2.5166666666667,2.5333333333333,23.299969427514,20.704480923833
1701378000,2023-11-30T21:00:00+0000,3.6666666666667,3.6666666666667,3.6666666666667,3,3,1006.5,138.4,3880,0,62,766800,1006.5,2.52,2.66,26.498095707483,17.053423326972
1701381600,2023-11-30T22:00:00+0000,2,2,2,2.8,3,1006.6,133.2,3880,0,62.5,770400,1006.6,2.4166666666667,2.4166666666667,23.2426484703,18.408796191754
1701385200,2023-11-30T23:00:00+0000,2,2,2,3,3,1006.6,139.9,3865,0,60,,1006.6,1.4333333333333,1.4333333333333,20.98267685901,17.72824104134
1701388800,2023-12-01T00:00:00+0000,4,4,4,3,3,1006.85,143.3,3865,0,60,774000,1006.85,0.7,0.65,20.060124495534,15.811751352633
1701392400,2023-12-01T01:00:00+0000,2.3333333333333,2.3333333333333,2.3333333333333,3,3,1006.9,151.3,3865,0,56,777600,1006.9,0.060000000000002,0.1,21.164154495164,12.824133529717
1701396000,2023-12-01T02:00:00+0000,0.66666666666667,0.66666666666667,0.66666666666667,3,3,1007.05,153.8,3865,0,55,781200,1007.05,0.066666666666668,0.25,23.614241449022,10.236988385836
1701399600,2023-12-01T03:00:00+0000,1,1,1,2.8,3,1007.1,151.25,3865,0,51,784800,1007.1,0.68333333333333,0.96666666666667,23.934240773355,10.79315882023
1701403200,2023-12-01T04:00:00+0000,0,0,0,3,3,1007.05,152.4,3865,0,50.5,788400,1007.05,0.63333333333333,0.66666666666667,18.303275050822,14.245376633267
1701406800,2023-12-01T05:00:00+0000,1,1,1,3,3,1007.1,152,3865,0,53,792000,1007.1,-0.42,-0.32,17.715118260355,12.920722301476
1701410400,2023-12-01T06:00:00+0000,6.6666666666667,6.6666666666667,6.6666666666667,3,3,1007.3,154.15,3865,0,52,795600,1007.3,-0.85,-0.83333333333333,13.154551333726,19.508221654999
1701414000,2023-12-01T07:00:00+0000,1.3333333333333,1.3333333333333,1.3333333333333,3,3,1007.45,157.6,3857.5,0,61.5,799200,1007.45,-1.1833333333333,-1.0833333333333,15.219382134937,19.148069806806
1701417600,2023-12-01T08:00:00+0000,2.5,2.5,2.5,2.2,3,1007.65,158.15,3850,0,61.5,802800,1007.65,-0.83333333333333,-0.75,19.854229685778,17.10868309755
1701421200,2023-12-01T09:00:00+0000,2,2,2,2.4,3,1008.05,155.7,3850,0,63,806400,1008.05,-0.5,-0.38,19.646301669044,17.664544165599
1701424800,2023-12-01T10:00:00+0000,1.3333333333333,1.3333333333333,1.3333333333333,3,3,1008.55,152.85,3857.5,0,62.5,810000,1008.55,-0.43333333333333,-0.23333333333333,18.453995144711,18.137353715835
1701428400,2023-12-01T11:00:00+0000,3,3,3,3,3,1008.8,150.1,3865,5,63,813600,1008.8,0.23333333333333,0.53333333333333,21.487708213222,17.350471411355
1701432000,2023-12-01T12:00:00+0000,3.3333333333333,3.3333333333333,3.3333333333333,3,3,1008.85,145.6,3865,2.5,62.5,817200,1008.85,1.3833333333333,1.65,22.943844455835,17.541067818758
1701435600,2023-12-01T13:00:00+0000,5.6666666666667,5.6666666666667,5.6666666666667,2.5,3,1008.6,138.05,3887.5,2.5,61.5,820800,1008.6,2.72,3.08,25.798411931505,17.158667578449
1701439200,2023-12-01T14:00:00+0000,6.6666666666667,6.6666666666667,6.6666666666667,3,3,1008.4,129.8,3902.5,5,62.5,824400,1008.4,3.6833333333333,4.0333333333333,25.942572307025,18.790001745213
1701442800,2023-12-01T15:00:00+0000,6,6,6,2.8,3,1008.4,126.35,3917.5,5,61.5,828000,1008.4,4.4,4.5333333333333,25.718581915235,21.557044654027
1701446400,2023-12-01T16:00:00+0000,10,10,9,3,3,1008.5,130.55,3925,0,62.5,831600,1008.5,3.8,3.7333333333333,18.730313379828,28.554391484261
1701450000,2023-12-01T17:00:00+0000,14,14,12.666666666667,3,3,1008.65,141.45,3925,0,62,835200,1008.65,2.78,2.64,17.907898176483,27.8908300826
1701453600,2023-12-01T18:00:00+0000,15.666666666667,15.666666666667,14,3,3,1009.1,146.9,3910,0,63.5,838800,1009.1,2.2333333333333,2.2666666666667,21.186826370129,23.680152041139
1701457200,2023-12-01T19:00:00+0000,14,14,13,3,3,1009.4,138.95,3910,0,63.5,842400,1009.4,2.5833333333333,2.7666666666667,24.578878035231,20.205484915813
1701460800,2023-12-01T20:00:00+0000,27.666666666667,29.666666666667,22,3,3,1009.45,140.55,3910,0,61.5,846000,1009.45,2.75,2.8666666666667,23.716268190526,20.516133910665
1701464400,2023-12-01T21:00:00+0000,30,32.666666666667,23,3,3,1009.3,145.6,3910,0,61.5,849600,1009.3,2.42,2.42,19.524737648046,22.547000537381
1701468000,2023-12-01T22:00:00+0000,20.333333333333,20.333333333333,17.666666666667,3,3,1009.55,150.55,3910,0,62.5,853200,1009.55,1.5666666666667,1.5,17.558732660612,22.035399637731
1701471600,2023-12-01T23:00:00+0000,13.333333333333,13.333333333333,13.333333333333,3,3,1009.7,149.3,3895,0,59,856800,1009.7,1.2833333333333,1.35,18.166019197339,20.065831391996
1701475200,2023-12-02T00:00:00+0000,3.3333333333333,3.3333333333333,3.3333333333333,3,3,1009.8,146.7,3895,0,62,,1009.8,1.1833333333333,1.2333333333333,18.640357421179,19.041224092117
1701478800,2023-12-02T01:00:00+0000,2,2,2,3,3,1009.85,141.9,3895,0,61,860400,1009.85,1.52,1.6,19.455883675347,18.669292980039
1701482400,2023-12-02T02:00:00+0000,0,0,0,3,3,1009.6,139.85,3895,0,55.5,0,1009.6,1.7333333333333,1.9166666666667,19.851743673608,18.97428382139
1701486000,2023-12-02T03:00:00+0000,0,0,0,2.6,3,1009.7,136.2,3895,0,54.5,3600,1009.7,1.7166666666667,1.8,16.755366498514,21.465827252756
1701489600,2023-12-02T04:00:00+0000,0,0,0,3,3,1009.65,139.6,3895,0,56,7200,1009.65,1.1,1.1166666666667,14.700262901957,22.282015343678
1701493200,2023-12-02T05:00:00+0000,0,0,0,3,3,1009.5,143.3,3895,0,53.5,10800,1009.5,0.48,0.42,14.658449763996,21.227536414444
1701496800,2023-12-02T06:00:00+0000,0,0,0,3,3,1009.65,148.15,3895,0,49.5,14400,1009.65,-0.31666666666667,-0.46666666666666,16.244392828625,18.902054895562
1701500400,2023-12-02T07:00:00+0000,0,0,0,2.6,3,1009.5,150.15,3887.5,0,54.5,18000,1009.5,-0.56666666666667,-0.48333333333333,26.560384620415,12.186414715707
1701504000,2023-12-02T08:00:00+0000,0.66666666666667,0.66666666666667,0.66666666666667,3,3,1009.3,139.4,3880,0,61.5,21600,1009.3,0.28333333333334,0.35,27.024534980209,11.645919599003
1701507600,2023-12-02T09:00:00+0000,1.5,1.5,1.5,2.8,3,1009.5,146.8,3880,0,61.5,25200,1009.5,-0.079999999999999,-0.16,24.174911962048,14.023608348505
1701511200,2023-12-02T10:00:00+0000,0,0,0,3,3,1009.7,150.35,3880,0,61.5,28800,1009.7,0.1,0.25,28.09793673884,11.588244006163
1701514800,2023-12-02T11:00:00+0000,1.6666666666667,1.6666666666667,1.6666666666667,3,3,1009.65,148.55,3880,0,63,32400,1009.65,1.5,1.7833333333333,36.900049775909,6.9670592534366
1701518400,2023-12-02T12:00:00+0000,0,0,0,3,3,1009.4,143.5,3880,0,63,36000,1009.4,3.7666666666667,4.0833333333333,34.666679888869,10.027417457331
1701522000,2023-12-02T13:00:00+0000,0,0,0,3,3,1009.05,130.15,3902.5,2.5,61,39600,1009.05,5.4166666666667,5.5833333333333,30.194451361559,15.820828744065
1701525600,2023-12-02T14:00:00+0000,1,1,1,3,3,1008.75,129.65,3895,2.5,65,43200,1008.75,5.48,5.7,30.782262492115,18.646270578363
1701529200,2023-12-02T15:00:00+0000,0.66666666666667,0.66666666666667,0.66666666666667,3,3,1008.55,129.7,3910,2.5,62,46800,1008.55,5.75,5.8833333333333,29.513889184283,21.526766187362
1701532800,2023-12-02T16:00:00+0000,4,4,4,3,3,1008.25,133.6,3910,0,62.5,50400,1008.25,5.1666666666667,5.1,23.324209370048,26.426121945922
1701536400,2023-12-02T17:00:00+0000,13.333333333333,13.333333333333,11.666666666667,2.8,3,1008.25,144.15,3910,0,62.5,54000,1008.25,4.3,4.22,26.521086504211,23.499651768129
1701540000,2023-12-02T18:00:00+0000,38.666666666667,42.333333333333,29.333333333333,3,3,1008.15,148.65,3910,0,62,57600,1008.15,4.2333333333333,4.3166666666667,29.180752574962,20.136916699379
1701543600,2023-12-02T19:00:00+0000,58,58.333333333333,42,3,3,1008.05,149.7,3895,0,61.5,61200,1008.05,4.25,4.3666666666667,28.995700985994,19.286384131669
1701547200,2023-12-02T20:00:00+0000,36,38.333333333333,27.666666666667,2.8,3,1007.8,152.3,3895,0,61,64800,1007.8,4.05,4.0666666666667,28.122774574052,19.170085327227
1701550800,2023-12-02T21:00:00+0000,42.333333333333,45,32,2.8,3,1007.8,157.9,3895,0,59.5,68400,1007.8,3.9166666666667,4.05,28.738456069071,17.11857710536
1701554400,2023-12-02T22:00:00+0000,38.333333333333,40.666666666667,29.333333333333,2.75,3,1007.7,156.7,3895,0,59,72000,1007.7,3.86,3.86,24.756543603208,19.194580454279
1701558000,2023-12-02T23:00:00+0000,29,30,23.333333333333,3,3,1007.45,160.1,3895,0,59.5,75600,1007.45,2.8166666666667,2.7166666666667,20.575870439773,21.153382572687
1701561600,2023-12-03T00:00:00+0000,19.666666666667,19.666666666667,18.333333333333,3,3,1007.7,162.3,3895,0,62,,1007.7,2.15,2.1166666666667,20.110097857575,20.162780329466
1701565200,2023-12-03T01:00:00+0000,8.5,8.5,8.5,3,3,1007.55,162.85,3895,0,57.5,79200,1007.55,1.3,1.35,17.490209112416,21.318271075313
1701568800,2023-12-03T02:00:00+0000,1,1,1,3,3,1007.2,166.7,3887.5,0,58.5,82800,1007.2,1.24,1.42,19.340224047716,20.175274802655
1701572400,2023-12-03T03:00:00+0000,1,1,1,2.6,3,1007.25,168.65,3880,0,55,86400,1007.25,1.4166666666667,1.6,18.277510497532,21.067494321726
1701576000,2023-12-03T04:00:00+0000,0.33333333333333,0.33333333333333,0.33333333333333,3,3,1007.05,169.2,3880,0,54.5,90000,1007.05,1.1666666666667,1.3,13.940565591646,24.952355638662
1701579600,2023-12-03T05:00:00+0000,0.33333333333333,0.33333333333333,0.33333333333333,2.8,3,1006.65,169.6,3880,0,54,93600,1006.65,0.9,1.0166666666667,12.273252108709,25.887651787838
1701583200,2023-12-03T06:00:00+0000,1,1,1,3,3,1006.45,169.85,3880,0,45.5,97200,1006.45,0.66,0.78,16.143326215327,23.7044530914
1701586800,2023-12-03T07:00:00+0000,3.6666666666667,3.6666666666667,3.6666666666667,3,3,1006.25,170.45,3880,0,49,100800,1006.25,0.66666666666667,0.81666666666667,17.819868353933,22.602075558076
1701590400,2023-12-03T08:00:00+0000,4.6666666666667,4.6666666666667,4.6666666666667,3,3,1006.1,170.8,3880,0,56.5,104400,1006.1,0.66666666666667,0.8,17.741259208146,22.767719625476
1701594000,2023-12-03T09:00:00+0000,3.5,3.5,3.5,3,2.6,1006.2,171.05,3880,0,57,108000,1006.2,0.78333333333334,0.91666666666667,20.879335728731,20.464255566535
1701597600,2023-12-03T10:00:00+0000,4.3333333333333,4.3333333333333,4.3333333333333,2.8,3,1006.15,171.75,3880,0,60,111600,1006.15,1.16,1.34,20.415169312563,21.319977331028
1701601200,2023-12-03T11:00:00+0000,5.6666666666667,5.6666666666667,5.6666666666667,2.8,3,1006.05,172.35,3880,2.5,60.5,115200,1006.05,1.7,1.95,19.010679483586,23.114896388948
1701604800,2023-12-03T12:00:00+0000,2.6666666666667,2.6666666666667,2.6666666666667,3,3,1005.9,171.1,3880,0,61,118800,1005.9,2.4666666666667,2.7,23.377076829394,20.83991742532
1701608400,2023-12-03T13:00:00+0000,2,2,2,3,3,1005.3,162.95,3895,2.5,63,122400,1005.3,3.3,3.65,27.58827693068,17.888572917182
1701612000,2023-12-03T14:00:00+0000,5.6666666666667,5.6666666666667,5.6666666666667,2.75,3,1004.95,159.35,3910,2.5,61,126000,1004.95,4.02,4.32,26.020234265301,19.920269812097
1701615600,2023-12-03T15:00:00+0000,17,17,15.666666666667,3,3,1004.2,157,3932.5,5,63,129600,1004.2,6.0833333333333,6.4,35.317395072839,15.334786332471
1701619200,2023-12-03T16:00:00+0000,3,3,3,2.8,3,1003.55,154.6,3940,0,62.5,133200,1003.55,5.6166666666667,5.4833333333333,15.513395291678,31.518508901835
1701622800,2023-12-03T17:00:00+0000,8,8,8,2.4,3,1003.5,162.6,3940,0,62.5,136800,1003.5,4.9833333333333,5.05,24.612856255945,24.180860199587
1701626400,2023-12-03T18:00:00+0000,15,15,13.333333333333,2.8,3,1003,163.5,3940,0,61.5,140400,1003,5.18,5.32,25.701659327959,22.62955989283
1701630000,2023-12-03T19:00:00+0000,2.6666666666667,2.6666666666667,2.6666666666667,2.2,3,1002.7,137.3,3925,0,62,144000,1002.7,5.8833333333333,6.1666666666667,27.293199061442,21.240819865452
1701633600,2023-12-03T20:00:00+0000,5,5,5,2.6,3,1002.4,127.4,3925,0,63,147600,1002.4,6.15,6.35,25.817535622924,24.276621318425
1701637200,2023-12-03T21:00:00+0000,5,5,5,2.4,3,1001.9,115.55,3925,0,65.5,151200,1001.9,6,6.2333333333333,23.179581883204,28.837397834428
1701640800,2023-12-03T22:00:00+0000,3.6666666666667,3.6666666666667,3.6666666666667,2.5,3,1001.5,121.85,3925,0,63.5,154800,1001.5,5.78,5.94,23.833229252542,30.596346062749
1701644400,2023-12-03T23:00:00+0000,1,1,1,3,3,1000.95,127.55,3925,0,58,158400,1000.95,4.9833333333333,5.1,20.259874808007,32.864865127814
1701648000,2023-12-04T00:00:00+0000,0,0,0,3,3,1000.7,122.2,3910,0,60,,1000.7,4.7166666666667,4.9666666666667,24.653902783855,29.35596598284
1701651600,2023-12-04T01:00:00+0000,0,0,0,2.6,3,1000.3,122.5,3910,0,59,162000,1000.3,4.9,5.15,24.590677660684,29.575588021466
1701655200,2023-12-04T02:00:00+0000,0,0,0,2.75,3,999.5,124.65,3910,0,57,165600,999.5,5.06,5.36,24.648589347013,30.063345352572
1701658800,2023-12-04T03:00:00+0000,0.66666666666667,0.66666666666667,0.66666666666667,2.4,3,999.2,127.2,3910,0,53,169200,999.2,5.1333333333333,5.3333333333333,23.330178849554,30.690011962229
1701662400,2023-12-04T04:00:00+0000,0,0,0,2.6,3,999,137.25,3910,0,56,172800,999,4.6833333333333,4.8833333333333,21.302177421172,30.839842177706
1701666000,2023-12-04T05:00:00+0000,0,0,0,3,3,998.8,133.65,3910,0,56,176400,998.8,4.3166666666667,4.4833333333333,20.789928357998,29.335899658395
1701669600,2023-12-04T06:00:00+0000,1.6666666666667,1.6666666666667,1.6666666666667,2.75,3,998.9,135.45,3910,0,54.5,180000,998.9,3.54,3.66,17.236180583784,31.168762704286
1701673200,2023-12-04T07:00:00+0000,3.6666666666667,3.6666666666667,3.6666666666667,2.8,3,999.15,138.55,3910,0,62.5,183600,999.15,3.3333333333333,3.4833333333333,22.132151512538,25.956329030661
1701676800,2023-12-04T08:00:00+0000,2.6666666666667,2.6666666666667,2.6666666666667,3,3,999.45,141.65,3902.5,0,62,187200,999.45,3.25,3.4166666666667,24.091707479604,23.124880123145
1701680400,2023-12-04T09:00:00+0000,2.5,2.5,2.5,2.8,3,999.95,145.3,3895,0,62,190800,999.95,2.9833333333333,3.1,23.238312887458,22.678779676284
1701684000,2023-12-04T10:00:00+0000,1.3333333333333,1.3333333333333,1.3333333333333,2.8,3,1000.15,145.75,3895,0,62.5,194400,1000.15,2.88,3.02,26.639237217036,19.251308995718
1701687600,2023-12-04T11:00:00+0000,0.33333333333333,0.33333333333333,0.33333333333333,2.8,3,1000.65,142.05,3895,2.5,63,198000,1000.65,3.05,3.1833333333333,24.648800927921,20.246295799305
1701691200,2023-12-04T12:00:00+0000,0,0,0,3,3,1000.8,136.2,3895,5,62,201600,1000.8,3.6833333333333,3.9333333333333,26.721350968032,19.295778261774
1701694800,2023-12-04T13:00:00+0000,2.3333333333333,2.3333333333333,2.3333333333333,3,3,1000.8,135.85,3910,0,62,205200,1000.8,4.2833333333333,4.5666666666667,27.531847968178,20.186355614522
1701698400,2023-12-04T14:00:00+0000,2,2,2,2.5,3,1001,137.25,3910,0,62,208800,1001,4.96,5.22,26.241740197211,22.657065307814
1701702000,2023-12-04T15:00:00+0000,0,0,0,3,3,1001,138.3,3925,2.5,62.5,212400,1001,5.0833333333333,5.25,22.567155563649,26.531907650034
1701705600,2023-12-04T16:00:00+0000,0,0,0,2.6,3,1001.45,135.1,3925,0,60.5,216000,1001.45,5.5,5.7166666666667,24.096462072605,26.043923509578
1701709200,2023-12-04T17:00:00+0000,0,0,0,3,3,1002.1,137.15,3925,0,61,219600,1002.1,5.5333333333333,5.6666666666667,21.969934506764,28.311874388043
1701712800,2023-12-04T18:00:00+0000,0,0,0,2.8,3,1002.75,141.45,3910,0,64.5,223200,1002.75,5.36,5.46,21.398523751277,28.61138317271
1701716400,2023-12-04T19:00:00+0000,0.33333333333333,0.33333333333333,0.33333333333333,2.8,3,1003.3,144.05,3910,0,61,226800,1003.3,5.2166666666667,5.4166666666667,22.254092304933,27.246558205464
1701720000,2023-12-04T20:00:00+0000,0,0,0,3,3,1003.95,144.35,3910,0,60.5,230400,1003.95,5.45,5.6333333333333,22.513604680794,26.808254420315
1701723600,2023-12-04T21:00:00+0000,1,1,1,2.6,3,1004.55,144.7,3910,0,61.5,234000,1004.55,5.5,5.6333333333333,20.023801813984,28.58359400484
1701727200,2023-12-04T22:00:00+0000,0.33333333333333,0.33333333333333,0.33333333333333,2.75,2.5,1005.2,140.3,3910,0,61,237600,1005.2,5.36,5.5,18.019488442952,29.636898948775
1701730800,2023-12-04T23:00:00+0000,0,0,0,3,3,1005.85,134.4,3910,0,56,241200,1005.85,5.45,5.6166666666667,19.840921386074,28.240136601089
1701734400,2023-12-05T00:00:00+0000,0,0,0,3,3,1006.35,130.55,3895,0,55.5,244800,1006.35,5.4333333333333,5.6333333333333,17.642875196271,30.905818714663
1701738000,2023-12-05T01:00:00+0000,0,0,0,3,3,1006.9,129.9,3895,0,52,,1006.9,5.2,5.4,16.778827313271,32.304888004181
1701741600,2023-12-05T02:00:00+0000,0,0,0,3,3,1007.3,131.85,3895,0,54,248400,1007.3,5.02,5.18,16.667721495049,32.69458086995
1701745200,2023-12-05T03:00:00+0000,0,0,0,2.8,3,1007.7,135.1,3895,0,49.5,252000,1007.7,4.85,5,17.344088497593,32.217949606313
1701748800,2023-12-05T04:00:00+0000,0,0,0,3,3,1008.3,136.9,3895,0,46.5,255600,1008.3,4.7333333333333,4.9,17.580235379773,31.540856017171
1701752400,2023-12-05T05:00:00+0000,0,0,0,3,3,1008.5,140,3895,0,48,259200,1008.5,4.55,4.7333333333333,17.646782894038,30.798546181558
1701756000,2023-12-05T06:00:00+0000,0,0,0,3,3,1009.05,144.65,3895,0,52.5,262800,1009.05,4.44,4.6,14.188113281829,33.212690791711
1701759600,2023-12-05T07:00:00+0000,0,0,0,2.6,3,1009.75,148.7,3895,0,61,266400,1009.75,4.4166666666667,4.5666666666667,18.181094485632,29.10700607197
1701763200,2023-12-05T08:00:00+0000,0,0,0,3,3,1010.35,150.35,3887.5,0,63,270000,1010.35,4.55,4.6833333333333,22.057420469683,25.039012196106
1701766800,2023-12-05T09:00:00+0000,0,0,0,3,3,1010.85,148.15,3880,0,64,273600,1010.85,4.7666666666667,4.9333333333333,20.451146916258,25.496567294821
1701770400,2023-12-05T10:00:00+0000,0,0,0,3,3,1011.35,146.65,3880,0,63,277200,1011.35,5,5.18,20.949390112233,25.494344636311
1701774000,2023-12-05T11:00:00+0000,0,0,0,2.8,3,1011.9,154.9,3880,0,61.5,280800,1011.9,5.0333333333333,5.2333333333333,19.283204210846,27.496653201442
1701777600,2023-12-05T12:00:00+0000,0,0,0,2.4,3,1012.3,157.4,3880,0,63,284400,1012.3,5.45,5.6833333333333,21.186433761483,26.326962652583
1701781200,2023-12-05T13:00:00+0000,0,0,0,2.6,3,1012.15,160.1,3895,2.5,63,288000,1012.15,5.8,6.05,23.516355955018,25.485875409143
1701784800,2023-12-05T14:00:00+0000,0,0,0,2.75,3,1012.25,156.1,3902.5,5,62,291600,1012.25,6.48,6.88,22.684433056523,26.617320831117
1701788400,2023-12-05T15:00:00+0000,0,0,0,2.4,3,1012.15,154,3910,0,60,295200,1012.15,6.7,6.8,13.205903294757,35.835717494733
1701792000,2023-12-05T16:00:00+0000,0,0,0,2.8,3,1012.4,155.7,3910,0,63,298800,1012.4,6.5,6.65,12.210930232895,36.743204196866
1701795600,2023-12-05T17:00:00+0000,4,4,4,2.8,3,1012.55,158.3,3910,0,61.5,302400,1012.55,6.0666666666667,6.1,12.908947297545,35.492713741019
1701799200,2023-12-05T18:00:00+0000,11,11,11,3,2.6,1012.55,162.35,3910,0,62.5,306000,1012.55,5.28,5.26,14.966397608392,32.867019538601
1701802800,2023-12-05T19:00:00+0000,30,30,23.666666666667,3,3,1012.8,166.5,3910,0,62,309600,1012.8,4.8666666666667,4.85,20.988546622463,27.291631835673
1701806400,2023-12-05T20:00:00+0000,41,41.333333333333,31.333333333333,3,3,1012.8,168.35,3910,0,62.5,313200,1012.8,5.2666666666667,5.3666666666667,24.15593141674,24.904373127772
1701810000,2023-12-05T21:00:00+0000,46,47,33.333333333333,2.8,3,1012.8,166.8,3895,0,61,316800,1012.8,5.2833333333333,5.3166666666667,18.481370305434,29.93236603856
1701813600,2023-12-05T22:00:00+0000,42,42.666666666667,33.333333333333,3,3,1012.65,167.75,3895,0,59,320400,1012.65,4.72,4.78,17.113741498919,30.782980000392
1701817200,2023-12-05T23:00:00+0000,30.666666666667,31.333333333333,24.666666666667,3,3,1012.7,168.75,3895,0,59,324000,1012.7,4.3,4.25,19.027589548889,29.243496477816
1701820800,2023-12-06T00:00:00+0000,15,15,13.333333333333,2.8,3,1012.6,170.25,3895,0,56,327600,1012.6,4.3,4.3333333333333,19.087459311798,27.306099602159
1701824400,2023-12-06T01:00:00+0000,13.333333333333,13.333333333333,12.666666666667,3,3,1012.2,170.5,3895,0,55,,1012.2,3.7,3.75,15.863061074573,27.940525810511
1701828000,2023-12-06T02:00:00+0000,0,0,0,3,3,1011.95,172.35,3895,0,51.5,331200,1011.95,4.4,4.64,15.0188785915,30.47034989415
1701831600,2023-12-06T03:00:00+0000,0,0,0,2.8,3,1011.45,166.8,3895,0,49.5,334800,1011.45,5.0333333333333,5.2333333333333,13.5157503839,30.859010313712
1701835200,2023-12-06T04:00:00+0000,0,0,0,3,3,1011.1,152.75,3887.5,0,46.5,338400,1011.1,5.65,5.9333333333333,16.493779346945,29.855418685019
1701838800,2023-12-06T05:00:00+0000,0,0,0,2.6,3,1010.45,152.1,3880,0,49.5,342000,1010.45,6.25,6.5333333333333,13.91081058195,34.190454817
1701842400,2023-12-06T06:00:00+0000,0,0,0,2.75,3,1009.95,156.95,3880,0,54,345600,1009.95,6.9,7.16,15.22983497824,36.374724958168
1701846000,2023-12-06T07:00:00+0000,0,0,0,3,3,1009.35,159.9,3880,0,61,349200,1009.35,7.1,7.35,17.269225745566,34.833361144587
1701849600,2023-12-06T08:00:00+0000,0,0,0,2.2,3,1008.9,151.25,3880,0,62,352800,1008.9,7.4166666666667,7.6,19.310252796688,33.555448022425
1701853200,2023-12-06T09:00:00+0000,0,0,0,3,3,1009,150.2,3880,0,63.5,356400,1009,7.55,7.7333333333333,18.061897768594,35.582482502818
1701856800,2023-12-06T10:00:00+0000,3,3,3,2.4,3,1008.5,145.6,3880,2.5,62.5,360000,1008.5,7.96,8.24,20.357813065233,34.252361639201
1701860400,2023-12-06T11:00:00+0000,0,0,0,3,3,1007.75,143.35,3880,0,61.5,363600,1007.75,8.3,8.5666666666667,16.818878351824,38.474960059299
1701864000,2023-12-06T12:00:00+0000,0,0,0,2.6,3,1007,142.3,3880,0,65,367200,1007,8.5833333333333,8.7666666666667,13.818225599089,41.984099462533
1701867600,2023-12-06T13:00:00+0000,0,0,0,3,3,1006.95,149.55,3880,0,62.5,370800,1006.95,8.3666666666667,8.5666666666667,14.300587772917,41.62497140528
