timestamp,date,pressure,humidity,battery,lux,dB,run_time,mslPressure,lqi,nbFrames,PM2_5,PM10,PM1_0,temperature_int,temperature,NO2,O3
1700682933,2023-11-22T19:55:33+0000,,,,,,,,,,0,0,0,,,,
1700682934,2023-11-22T19:55:34+0000,,,,,,,,2,3,,,,,,,
1700683482,2023-11-22T20:04:42+0000,,,,,,,,,,,,,11,11.6,0,80.749572857459
1700683483,2023-11-22T20:04:43+0000,,,,,,,,2,3,,,,,,,
1700684127,2023-11-22T20:15:27+0000,,,,,,,,,,,,,10.9,11.6,0,77.686928009177
1700684267,2023-11-22T20:17:47+0000,,,,,,,,,,0,0,0,,,,
1700684344,2023-11-22T20:19:04+0000,1023.4,171.2,3970,0,65,676800,1023.4,,,,,,,,,
1700684345,2023-11-22T20:19:05+0000,,,,,,,,2,3,,,,,,,
1700684727,2023-11-22T20:25:27+0000,,,,,,,,,,,,,11,11.6,0,77.058350634309
1700684728,2023-11-22T20:25:28+0000,,,,,,,,2,3,,,,,,,
1700685372,2023-11-22T20:36:12+0000,,,,,,,,,,,,,10.9,11.7,0,74.783525879292
1700685467,2023-11-22T20:37:47+0000,,,,,,,,,,0,0,0,,,,
1700685972,2023-11-22T20:46:12+0000,,,,,,,,,,,,,11,11.8,0,66.915057653979
1700685973,2023-11-22T20:46:13+0000,,,,,,,,2,3,,,,,,,
1700686279,2023-11-22T20:51:19+0000,1023.6,162.2,3970,0,63,,1023.6,,,,,,,,,
1700686620,2023-11-22T20:57:00+0000,,,,,,,,,,,,,11,11.7,1.3385265097067,58.317576017722
1700686667,2023-11-22T20:57:47+0000,,,,,,,,,,0,0,0,,,,
1700686668,2023-11-22T20:57:48+0000,,,,,,,,2,3,,,,,,,
1700687220,2023-11-22T21:07:00+0000,,,,,,,,,,,,,11.1,11.8,3.2076869683445,56.139264085763
1700687221,2023-11-22T21:07:01+0000,,,,,,,,2,3,,,,,,,
1700687862,2023-11-22T21:17:42+0000,,,,,,,,,,,,,11.1,11.8,3.4519377924183,54.477692157024
1700688003,2023-11-22T21:20:03+0000,,,,,,,,,,0,0,0,,,,
1700688079,2023-11-22T21:21:19+0000,1023.7,159.7,3970,0,64,680400,1023.7,,,,,,,,,
1700688080,2023-11-22T21:21:20+0000,,,,,,,,2,3,,,,,,,
1700688462,2023-11-22T21:27:42+0000,,,,,,,,,,,,,11.2,11.8,3.5706340118606,52.923255893886
1700688463,2023-11-22T21:27:43+0000,,,,,,,,2,3,,,,,,,
1700689107,2023-11-22T21:38:27+0000,,,,,,,,,,,,,11.1,11.8,3.940439440566,52.172112169562
1700689203,2023-11-22T21:40:03+0000,,,,,,,,,,0,0,0,,,,
1700689707,2023-11-22T21:48:27+0000,,,,,,,,,,,,,11.2,11.8,4.303386484082,51.64537991987
1700689708,2023-11-22T21:48:28+0000,,,,,,,,2,3,,,,,,,
1700690013,2023-11-22T21:53:33+0000,1023.5,157.4,3970,0,62,,1023.5,,,,,,,,,
1700690353,2023-11-22T21:59:13+0000,,,,,,,,,,,,,11.1,11.8,4.3882326180346,50.743096688864
1700690403,2023-11-22T22:00:03+0000,,,,,,,,,,0,0,0,,,,
1700690404,2023-11-22T22:00:04+0000,,,,,,,,2,3,,,,,,,
1700690953,2023-11-22T22:09:13+0000,,,,,,,,,,,,,11.2,11.8,4.1812610720451,51.331406530472
1700690954,2023-11-22T22:09:14+0000,,,,,,,,2,3,,,,,,,
1700691597,2023-11-22T22:19:57+0000,,,,,,,,,,,,,11.1,11.8,4.6324834421084,50.244454897286
1700691737,2023-11-22T22:22:17+0000,,,,,,,,,,0,0,0,,,,
1700691813,2023-11-22T22:23:33+0000,1023.2,158,3970,0,65,684000,1023.2,,,,,,,,,
1700691814,2023-11-22T22:23:34+0000,,,,,,,,2,3,,,,,,,
1700692197,2023-11-22T22:29:57+0000,,,,,,,,,,,,,11.1,11.7,4.1846902646398,52.145910746206
1700692198,2023-11-22T22:29:58+0000,,,,,,,,2,3,,,,,,,
1700692843,2023-11-22T22:40:43+0000,,,,,,,,,,,,,11,11.6,3.536783926371,51.867355287062
1700692937,2023-11-22T22:42:17+0000,,,,,,,,,,0,0,0,,,,
1700693443,2023-11-22T22:50:43+0000,,,,,,,,,,,,,11,11.6,3.496075455692,54.233924032064
1700693444,2023-11-22T22:50:44+0000,,,,,,,,2,3,,,,,,,
1700693747,2023-11-22T22:55:47+0000,1023.2,160.5,3970,0,62,,1023.2,,,,,,,,,
1700694087,2023-11-22T23:01:27+0000,,,,,,,,,,,,,10.9,11.5,3.8658808843974,54.209611643466
1700694137,2023-11-22T23:02:17+0000,,,,,,,,,,0,0,0,,,,
1700694138,2023-11-22T23:02:18+0000,,,,,,,,2,3,,,,,,,
1700694687,2023-11-22T23:11:27+0000,,,,,,,,,,,,,11,11.5,4.717329576061,54.284624749215
1700694688,2023-11-22T23:11:28+0000,,,,,,,,2,3,,,,,,,
1700695332,2023-11-22T23:22:12+0000,,,,,,,,,,,,,10.8,11.5,5.0905641973611,53.257738237037
1700695471,2023-11-22T23:24:31+0000,,,,,,,,,,0,0,0,,,,
1700695547,2023-11-22T23:25:47+0000,1023.2,157.7,3970,0,64,687600,1023.2,,,,,,,,,
1700695548,2023-11-22T23:25:48+0000,,,,,,,,2,3,,,,,,,
1700695932,2023-11-22T23:32:12+0000,,,,,,,,,,,,,10.9,11.5,5.8198874769878,53.164144220532
1700695933,2023-11-22T23:32:13+0000,,,,,,,,2,3,,,,,,,
1700696576,2023-11-22T23:42:56+0000,,,,,,,,,,,,,10.7,11.4,4.809034095203,52.503781841423
1700696671,2023-11-22T23:44:31+0000,,,,,,,,,,0,0,0,,,,
1700697176,2023-11-22T23:52:56+0000,,,,,,,,,,,,,10.7,11.3,4.809034095203,52.612806541782
1700697177,2023-11-22T23:52:57+0000,,,,,,,,2,3,,,,,,,
1700697480,2023-11-22T23:58:00+0000,1023,158.1,3970,0,63,,1023,,,,,,,,,
